,gp,gp_q,pi_yoy,gw,gw_q,gp_core,grpe,grpf,slack,gpty,dmw,minwage,transfer_share,h,h_disc,cov_automatic,cov_benchmark,cov_minwage,cov_public,lambda,wedge,scheme,populist,election,pistar,catchup,catchup_bb,real_wage,pigap,lvl_wage,lvl_price,lvl_minwage,lvl_benefit,lvl_handout,country
1963-01-01,3.2002544643669584,9.203865065402894,3.2002544643669584,7.503509329998575,7.2950390124029765,3.1152501262598165,,,,,0.0,,,,,0.0,0.37549897330595483,0.0,0.0,0.11264969199178644,0.0,0.0,0.0,0.0,2.5740792367432834,1.114362256313541,0.9492903571667006,-328.94491228376353,0.626175227623675,8.732975156445079,23.337779803171827,,136.2831913724034,100.0,DE
1963-04-01,2.834553981448229,0.6992700970398502,2.834553981448229,6.730363132461055,7.1643744773574545,2.8730491901615807,,,,,0.0,,,,,0.0,0.375129363449692,0.0,0.0,0.1125388090349076,0.0,0.0,0.0,0.0,2.6261741856842726,1.0426696806780456,0.4132971349926797,-327.3286361886842,0.20837979576395638,8.890800094260507,23.37861401431996,,136.2831913724034,100.0,DE
1963-07-01,2.3990449061796593,-2.1014883510666493,2.3990449061796593,7.232070083428131,7.0383084725688665,2.562412761447108,,,,,0.0,,,,,0.0,0.37475564681724843,0.0,0.0,0.11242669404517452,0.0,0.0,0.0,0.0,2.58074832978335,0.3099048142913148,-0.011144276483245896,-325.0436869827753,-0.18170342360369052,9.048625032075938,23.256111380875552,,146.90264722050122,100.0,DE
1963-10-01,3.2587623739933402,5.233402684597266,3.2587623739933402,7.103569227539403,6.91655494782831,3.1773391921864125,,,,,0.0,,,,,0.0,0.37437782340862424,0.0,0.0,0.11231334702258727,0.0,0.0,0.0,0.0,2.716351138625348,1.5468882770981054,0.8412269441559754,-324.6228989169675,0.5424112353679922,9.206448876966295,23.56238204848674,,146.90264722050122,100.0,DE
1964-01-01,2.2492497978505277,5.165814760831644,2.2492497978505277,6.416189967264567,4.545521971303637,2.236574226837851,,,,,0.0,,,,,0.0,0.374,0.0,0.0,0.1122,0.0,0.0,0.0,0.0,2.622930870470384,3.1822012258305676,-0.32482943889275573,-324.7779721143495,-0.3736810726198563,9.311665866484937,23.86865271609792,,146.90264722050122,100.0,DE
1964-04-01,2.074432273590565,0.0,2.074432273590565,7.958751651142551,13.33462121286939,2.179357185928499,,,,,0.0,,,,,0.0,0.3736262833675565,0.0,0.0,0.11208788501026694,0.0,0.0,0.0,0.0,2.5132311510944203,1.0994151975939417,-0.5517419120937075,-321.4443168111321,-0.43879887750385516,9.627316835040865,23.86865271609792,,146.90264722050122,100.0,DE
1964-07-01,2.6852875589313374,0.34193279029643975,2.6852875589313374,7.825216183355506,6.504166601420687,2.6001225416850904,,,,,0.0,,,,,0.0,0.3732525667351129,0.0,0.0,0.11197577002053387,0.0,0.0,0.0,0.0,2.547642432661804,1.0801154184416646,0.10453922914798763,-319.9037583583511,0.1376451262695335,9.785140679931223,23.889065127005267,,156.637153010779,100.0,DE
1964-10-01,2.2280075199922145,3.404282528840774,2.2280075199922145,9.790427403031805,14.7773998265335,2.4575413766412257,,,,,0.0,,,,,0.0,0.3728747433264887,0.0,0.0,0.1118624229979466,0.0,0.0,0.0,0.0,2.483715450127886,-0.24177927202691762,-0.4883436186331336,-317.06047903392795,-0.2557079301356717,10.153398503858869,24.093245572079393,,156.637153010779,100.0,DE
1965-01-01,2.0322341261395316,4.3827211854209125,2.0322341261395316,10.196494821473571,6.16979164507071,2.2535353799248092,,,,,0.0,,,,,0.0,0.3724969199178645,0.0,0.0,0.11174907597535934,0.0,0.0,0.0,0.0,2.3934191853302154,0.9958969312704085,-0.5906967443308524,-316.6137114190155,-0.3611850591906838,10.311223441674294,24.35868202854244,,156.637153010779,100.0,DE
1965-04-01,3.033070718904085,4.003346371058214,3.033070718904085,8.38185691986466,6.076069606433743,3.1032581138987325,,,,,0.0,,,,,0.0,0.37212731006160166,0.0,0.0,0.11163819301848049,0.0,0.0,0.0,0.0,2.5213494920449895,2.0125964979488913,0.5198395678096648,-316.0955306101716,0.5117212268590956,10.469048379489724,24.603696684764703,,156.637153010779,100.0,DE
1965-07-01,3.774040076783791,3.305810221815264,3.774040076783791,10.212958291208466,13.828572086795909,3.7143753367594456,,,,,0.0,,,,,0.0,0.3717535934291581,0.0,0.0,0.11152607802874742,0.0,0.0,0.0,0.0,2.77188760899275,0.7953994761529657,1.2263976441219873,-313.46484014392644,1.0021524677910412,10.83730729634244,24.807877129838825,,173.4513144178744,100.0,DE
1965-10-01,3.905772693359033,3.931212995141742,3.905772693359033,7.964417327637582,5.783235972249967,3.721551093835096,,,,,0.0,,,,,0.0,0.3713757700205339,0.0,0.0,0.11141273100616017,0.0,0.0,0.0,0.0,2.998664625866007,1.8816128922649114,1.422057243231147,-313.0018343996494,0.9071080674930263,10.99513223415787,25.052891786061082,,173.4513144178744,100.0,DE
1966-01-01,4.02517652894856,4.860336527779019,4.02517652894856,6.899244751192696,1.9091013392911638,4.036468194157372,,,,,0.0,,,,,0.0,0.37099794661190966,0.0,0.0,0.11129938398357289,0.0,0.0,0.0,0.0,3.203967006482517,4.046687931356814,1.6317573436183443,-313.73964319677134,0.8212095224660425,11.047734717829297,25.35916245367227,,173.4513144178744,100.0,DE
1966-04-01,3.9858803143210775,3.846161512548285,3.9858803143210775,8.659238352774093,13.116044012759332,4.118965941251274,,,,,0.0,,,,,0.0,0.3706283367556468,0.0,0.0,0.11118850102669404,0.0,0.0,0.0,0.0,3.360349668050229,2.919596137302676,1.464530822276088,-311.42217257171853,0.6255306462708483,11.415995820532157,25.60417710989453,,173.4513144178744,100.0,DE
1966-07-01,2.999817835188656,-0.6384396947144211,2.999817835188656,6.575153341938209,5.492232043452372,3.3625161135272474,,,,,0.0,,,,,0.0,0.37025462012320326,0.0,0.0,0.11107638603696098,0.0,0.0,0.0,0.0,3.2882433014779147,2.690191962392248,0.2279302261959062,-309.8895046371769,-0.28842546628925847,11.573825130047869,25.5633428987464,,185.84061522735504,100.0,DE
1966-10-01,2.8917878828101706,3.4990931856277996,2.8917878828101706,5.129344348875716,0.0,3.3244323446906865,,,,,0.0,,,,,0.0,0.36987679671457907,0.0,0.0,0.11096303901437372,0.0,0.0,0.0,0.0,3.2089522177443657,4.887817575995598,-0.10687674305583617,-310.76427793358386,-0.31716433493419505,11.573825130047869,25.787945144061307,,185.84061522735504,100.0,DE
1967-01-01,2.465352744431515,3.154595974264396,2.465352744431515,5.557046610951735,3.6199103875952376,2.84563440162402,,,,,0.0,,,,,0.0,0.3694989733059548,0.0,0.0,0.11084969199178644,0.0,0.0,0.0,0.0,3.0602323230817956,5.871129764444561,-0.7386142620510023,-310.6479493302511,-0.5948795786502807,11.679041026641439,25.99212558913543,,185.84061522735504,100.0,DE
1967-04-01,1.8175242526923263,1.2548475455915309,1.8175242526923263,3.6202827406735527,5.368988531646601,2.284613474327424,,,,,0.0,,,,,0.0,0.369129363449692,0.0,0.0,0.1107388090349076,0.0,0.0,0.0,0.0,2.811690709003902,5.898035338831505,-1.5428254153579029,-309.6194140837374,-0.9941664563115755,11.836859406906441,26.073794011431705,,185.84061522735504,100.0,DE
1967-07-01,1.7419245262989325,-0.9408386002879965,1.7419245262989325,3.132180969752718,3.5398249597690334,2.0862209827242406,,,,,0.0,,,,,0.0,0.36875564681724843,0.0,0.0,0.11062669404517453,0.0,0.0,0.0,0.0,2.597737472462908,5.7966864157827445,-1.5463187751789822,-308.4992481937231,-0.8558129461639754,11.942075303500012,26.01253800004278,,196.46019976871983,100.0,DE
1967-10-01,1.1023608799639817,0.9408386002879965,1.1023608799639817,3.132180969752718,0.0,1.5162062865567538,,,,,0.0,,,,,0.0,0.36837782340862424,0.0,0.0,0.11051334702258726,0.0,0.0,0.0,0.0,2.2986621539631225,6.996193187834024,-2.106591337780384,-308.7344578437951,-1.1963012739991408,11.942075303500012,26.073794011431705,,196.46019976871983,100.0,DE
1968-01-01,1.4814968914140803,4.67114002006479,1.4814968914140803,2.227203372853909,0.0,1.7281841091857153,,,,,0.0,,,,,0.0,0.368,0.0,0.0,0.1104,0.0,0.0,0.0,0.0,2.135229101453314,8.932144145248401,-1.5787354316677153,-309.90224284881134,-0.6537322100392338,11.942075303500012,26.380064679042892,,196.46019976871983,100.0,DE
1968-04-01,1.245168817089759,0.30953524829424595,1.245168817089759,3.0637236111319437,8.715069484758741,1.5146302642758958,,,,,0.0,,,,,0.0,0.3676262833675565,0.0,0.0,0.11028788501026694,0.0,0.0,0.0,0.0,1.957217044580603,7.310978463822153,-1.5665218919141428,-307.8008592896952,-0.712048227490844,12.205120509609296,26.400486479283682,,196.46019976871983,100.0,DE
1968-07-01,1.3255509140926325,-0.6193102122765026,1.3255509140926325,5.151410500683048,11.890572517973453,1.717543334896332,,,,,0.0,,,,,0.0,0.3672525667351129,0.0,0.0,0.11017577002053387,0.0,0.0,0.0,0.0,1.830883818483009,4.778651996940084,-1.2721865583702754,-304.67338860713267,-0.5053329043903765,12.573381612312154,26.3596428788021,,200.88485813405796,100.0,DE
1968-10-01,1.7850791293855917,2.778951461459833,1.7850791293855917,5.9847432464074455,3.3333309828975866,1.9355307946738343,,,,,0.0,,,,,0.0,0.3668747433264887,0.0,0.0,0.1100624229979466,0.0,0.0,0.0,0.0,1.8217228806635255,5.451084103540097,-0.5135830245775308,-304.5347937267733,-0.036643751277933845,12.678597508905725,26.543410912968874,,200.88485813405796,100.0,DE
1969-01-01,1.6123009422323253,3.980027271451725,1.6123009422323253,7.630860396422653,6.584468600060833,1.7541856184682736,,,,,0.0,,,,,0.0,0.3664969199178645,0.0,0.0,0.10994907597535934,0.0,0.0,0.0,0.0,1.7798384929772855,5.455329107458738,-0.5229281592209887,-303.8836833946209,-0.16753755074496013,12.88902930209287,26.808837980098485,,200.88485813405796,100.0,DE
1969-04-01,1.9908598412340606,1.8237708443011869,1.9908598412340606,8.269204276062853,11.268445003319538,1.9392212393468444,,,,,0.0,,,,,0.0,0.36612731006160165,0.0,0.0,0.1098381930184805,0.0,0.0,0.0,0.0,1.8220427626286404,3.6468567088264763,0.033642796653457596,-301.5225148548664,0.16881707860542017,13.257290404795725,26.93135000287634,,200.88485813405796,100.0,DE
1969-07-01,2.069829529811873,-0.30343145796525306,2.069829529811873,7.261207636041966,7.8585859578899075,2.0194841704655797,,,,,0.0,,,,,0.0,0.3657535934291581,0.0,0.0,0.10972607802874743,0.0,0.0,0.0,0.0,1.8716001160652869,2.268982374893369,0.238945711328864,-299.4820105009026,0.1982294137465861,13.5203246816543,26.910928202635542,,216.81414302234305,100.0,DE
1969-10-01,1.9047881281117451,2.118785854659322,1.9047881281117451,11.732193828342902,21.21727575210133,1.996636982503075,,,,,0.0,,,,,0.0,0.3653757700205339,0.0,0.0,0.10961273100616016,0.0,0.0,0.0,0.0,1.8782377184745784,-1.8063655236735485,0.08306524744821964,-294.7073880265421,0.026550409637166705,14.256846887060012,27.05385263632074,,216.81414302234305,100.0,DE
1970-01-01,2.853058887014459,7.773110307062581,2.853058887014459,12.995354088416967,11.63710964035709,2.9961125983421155,,,,,0.0,,,,,0.0,0.36499794661190965,0.0,0.0,0.1094993839835729,0.0,0.0,0.0,0.0,2.0732019521825547,-1.7137509181691826,1.0732203940371736,-293.7413881932185,0.7798569348319044,14.677710473434301,27.584725549246844,,216.81414302234305,100.0,DE
1970-04-01,3.281420480058994,3.537217216479327,3.281420480058994,12.305969357616275,8.510906080116776,3.504440668581088,,,,,0.0,,,,,0.0,0.3646283367556468,0.0,0.0,0.10938850102669405,0.0,0.0,0.0,0.0,2.3148456577578425,-1.932785168668886,1.4593777174303537,-292.49796597730915,0.9665748223011517,14.993358163215015,27.829740205469108,,216.81414302234305,100.0,DE
1970-07-01,3.503899485707418,0.5864845646284422,3.503899485707418,13.789989894874328,13.794668106922114,3.630762167068813,,,,,0.0,,,,,0.0,0.36425462012320325,0.0,0.0,0.10927638603696098,0.0,0.0,0.0,0.0,2.5526564233477576,-4.164948859558933,1.632299369642131,-289.1959200917357,0.9512430623596604,15.519448575433584,27.870574416617234,,246.90262883574883,100.0,DE
1970-10-01,3.9220859986712764,3.7915319065147557,3.9220859986712764,11.81929104859416,13.33448036698066,4.129442222350788,,,,,0.0,,,,,0.0,0.36387679671457906,0.0,0.0,0.10916303901437371,0.0,0.0,0.0,0.0,2.8265423384124615,-5.198816119856474,2.043848280196698,-286.8101829766192,1.0955436602588149,16.04552805840144,28.136010873080288,,246.90262883574883,100.0,DE
1971-01-01,4.345369494734097,9.466244291313863,4.345369494734097,12.136079318007976,12.90426271801235,4.539856562751554,,,,,0.0,,,,,0.0,0.3634989733059548,0.0,0.0,0.10904969199178645,0.0,0.0,0.0,0.0,3.1303077696767887,-4.457347653902559,2.2721675425515424,-285.95067836994457,1.2150617250573084,16.571607541369303,28.809808219691583,,246.90262883574883,100.0,DE
1971-04-01,4.938388166148311,5.909291902136182,4.938388166148311,11.895189517373462,7.54734687757872,5.107687102523517,,,,,0.0,,,,,0.0,0.363129363449692,0.0,0.0,0.10893880903490759,0.0,0.0,0.0,0.0,3.4919238489710933,-3.4010936242516436,2.6235425083904684,-285.54116462608397,1.4464643171772176,16.887255231150018,29.23858152074718,,246.90262883574883,100.0,DE
1971-07-01,5.6262595035843965,3.337969914372785,5.6262595035843965,10.60378956355193,8.629068291635988,5.981342402797152,,,,,0.0,,,,,0.0,0.3627556468172484,0.0,0.0,0.10882669404517452,0.0,0.0,0.0,0.0,3.918790979893754,-3.354769217598175,3.073603080236639,-284.21839003176814,1.7074685236906424,17.255516333852874,29.48359617696944,,278.7610147647947,100.0,DE
1971-10-01,5.5059944039173025,3.31047150784638,5.5059944039173025,7.878070240795177,2.4316030759536478,5.849049195799738,,,,,0.0,,,,,0.0,0.36237782340862423,0.0,0.0,0.10871334702258727,0.0,0.0,0.0,0.0,4.2362316646984635,-1.727098673270575,2.679452065504841,-284.43810713974136,1.269762739218839,17.360732230446445,29.728620222525144,,278.7610147647947,100.0,DE
1972-01-01,5.178936553872404,8.15801289113427,5.178936553872404,8.223790732424607,14.287144684530073,5.4238434159655124,,,,,0.0,,,,,0.0,0.362,0.0,0.0,0.10859999999999999,0.0,0.0,0.0,0.0,4.424772642533251,-1.9526951837112847,2.0486287841956154,-282.9058241913924,0.7541639113391527,17.992027610007877,30.34116155774752,,278.7610147647947,100.0,DE
1972-04-01,4.772557759286222,4.283776723791455,4.772557759286222,8.649241227049542,9.24914885607846,4.954552311853044,,,,,0.0,,,,,0.0,0.3616262833675565,0.0,0.0,0.10848788501026695,0.0,0.0,0.0,0.0,4.494329665883845,-1.8005336588556702,1.280633910315129,-281.6644811583206,0.27822809340237686,18.412902125632872,30.667844636266043,,278.7610147647947,100.0,DE
1972-07-01,5.326501838717723,5.5537462320987885,5.326501838717723,8.19172078670568,6.798986530260542,5.291364299102108,,,,,0.0,,,,,0.0,0.3612525667351129,0.0,0.0,0.10837577002053388,0.0,0.0,0.0,0.0,4.660764100450621,-0.6788596322469402,1.407710858823969,-281.35317108378024,0.6657377382671026,18.72854981541359,31.09661793732164,,302.6547582496981,100.0,DE
1972-10-01,6.062454750235657,6.2542831539181165,6.062454750235657,8.144041986455331,2.2408878749522465,5.715255797817331,,,,,0.0,,,,,0.0,0.3608747433264887,0.0,0.0,0.10826242299794661,0.0,0.0,0.0,0.0,4.941102230407628,1.6705592973825105,1.826223085537194,-282.35651990352164,1.1213525198280294,18.83376571200716,31.5866566390996,,302.6547582496981,100.0,DE
1973-01-01,6.260185380315075,8.948935411451941,6.260185380315075,8.944565155942396,17.489237362478338,5.877134350094959,,,,,0.0,,,,,0.0,0.3604969199178645,0.0,0.0,0.10814907597535935,0.0,0.0,0.0,0.0,5.204918860389117,0.6704596082200851,1.835412737781824,-280.22144441576506,1.0552665199259579,19.675503814006447,32.30128819685903,,302.6547582496981,100.0,DE
1973-04-01,7.129820537177922,7.762317351242842,7.129820537177922,10.049118271412649,13.66736131795947,6.589531697733175,,,,,0.0,,,,,0.0,0.36012731006160165,0.0,0.0,0.10803819301848049,0.0,0.0,0.0,0.0,5.589899195746878,0.3396355137089131,2.6354908712940768,-278.7451834240859,1.539921341431044,20.35940167723931,32.93424194298875,,302.6547582496981,100.0,DE
1973-07-01,6.728450222685467,3.9482649741289677,6.728450222685467,10.900567183908338,10.2047821802433,6.232949539269805,,,,,0.0,,,,,0.0,0.3597535934291581,0.0,0.0,0.10792607802874742,0.0,0.0,0.0,0.0,5.817609401134596,-0.03179849354876296,2.0676861222348464,-277.1810541225573,0.9108408215508712,20.885492089457877,33.26093441084073,,330.973527794988,100.0,DE
1973-10-01,7.049993461688819,7.540456109931526,7.049993461688819,10.591889932425346,1.00617886902028,6.082097875585291,,,,,0.0,,,,,0.0,0.3593757700205339,0.0,0.0,0.10781273100616016,0.0,0.0,0.0,0.0,6.0640862132454405,2.8870553338648506,2.1088912312811914,-278.81462343278514,0.9859072484433788,20.938094573129305,33.893888156970455,,330.973527794988,100.0,DE
1974-01-01,7.193829040903532,9.524277728310793,7.193829040903532,7.715858556876243,5.985111860281922,6.363637982489179,,,,,0.0,,,,,0.0,0.35899794661190965,0.0,0.0,0.10769938398357289,0.0,0.0,0.0,0.0,6.290034778777059,4.732345156500799,1.9889101805144147,-279.6994148997923,0.903794262126473,21.253742262910023,34.71060993726694,,330.973527794988,100.0,DE
1974-04-01,6.829002148188401,6.303009780382318,6.829002148188401,11.231333871376492,27.72926257596047,6.603969321849101,,,,,0.0,,,,,0.0,0.3586283367556468,0.0,0.0,0.10758850102669404,0.0,0.0,0.0,0.0,6.397828252659328,0.0632653963515395,1.239102952441523,-274.3428517008978,0.43117389552907337,22.77938915739288,35.26189526110039,,330.973527794988,100.0,DE
1974-07-01,6.764144955071449,3.688836201661161,6.764144955071449,10.96332790953609,9.132758332881696,6.636343777258258,,,,,0.0,,,,,0.0,0.35825462012320325,0.0,0.0,0.10747638603696097,0.0,0.0,0.0,0.0,6.471091593141752,-0.06844992770163572,0.9465355539368536,-272.9818711680927,0.29305336192969733,23.305468640360736,35.58858772895236,,357.52202952958936,100.0,DE
1974-10-01,6.246565634428158,5.470138827358362,6.246565634428158,10.485819328741075,-0.9038554541597854,6.783292632227189,,,,,0.0,,,,,0.0,0.35787679671457906,0.0,0.0,0.10736303901437372,0.0,0.0,0.0,0.0,6.4261864013990335,2.792205570974602,0.18247942118271787,-274.57536973847226,-0.17962076697087515,23.252866156689304,36.078617041396875,,357.52202952958936,100.0,DE
1975-01-01,5.715851903565827,7.401422804861468,5.715851903565827,10.783299734126828,7.175033481824933,6.187308394086211,,,,,0.0,,,,,0.0,0.3574989733059548,0.0,0.0,0.10724969199178644,0.0,0.0,0.0,0.0,6.284119501832392,3.929240832037351,-0.5741828752112319,-274.6319670692314,-0.5682675982665648,23.67372974306359,36.752414388008184,,357.52202952958936,100.0,DE
1975-04-01,6.0658845298895425,7.703140285677179,6.0658845298895425,7.344767034805932,13.975131778676886,5.918345930610114,,,,,0.0,,,,,0.0,0.357129363449692,0.0,0.0,0.10713880903490759,0.0,0.0,0.0,0.0,6.2404725074438225,3.2966736072200433,-0.33194372276978523,-273.06396919598143,-0.17458797755428002,24.515456915812162,37.467045945767616,,357.52202952958936,100.0,DE
1975-07-01,5.9037139493540725,3.0401538795192806,5.9037139493540725,6.552565612194794,5.9639526424371425,5.437707261129399,,,,,0.0,,,,,0.0,0.3567556468172484,0.0,0.0,0.10702669404517452,0.0,0.0,0.0,0.0,6.173120795825873,3.5243881483023074,-0.5673776437876796,-272.33301950525197,-0.26940684647180024,24.883718018515022,37.752894813138006,,398.2300998843599,100.0,DE
1975-10-01,5.290484673548512,3.017221724136121,5.290484673548512,6.77852947573474,0.0,4.752622087507685,,,,,0.0,,,,,0.0,0.35637782340862423,0.0,0.0,0.10691334702258727,0.0,0.0,0.0,0.0,5.996593571370401,5.286599338348765,-1.1357017278505213,-273.08732493628594,-0.7061088978218883,24.883718018515022,38.03874368050841,,398.2300998843599,100.0,DE
1976-01-01,5.090407870282565,6.601115591797679,5.090407870282565,6.2452840198225505,5.042051658176172,4.57034717079603,,,,,0.0,,,,,0.0,0.356,0.0,0.0,0.10679999999999999,0.0,0.0,0.0,0.0,5.815356431152834,6.475572306052641,-1.193711631549827,-273.47709091969136,-0.7249485608702688,25.199365708295737,38.67169742663812,,398.2300998843599,100.0,DE
1976-04-01,4.215078782566906,4.201823934814541,4.215078782566906,6.037239232686364,13.142952630132143,3.786971119599647,,,,,0.0,,,,,0.0,0.3556262833675565,0.0,0.0,0.10668788501026694,0.0,0.0,0.0,0.0,5.495300901435648,4.807275008092347,-2.025393724876917,-271.241808745862,-1.2802221188687426,26.041103810295024,39.080067706119806,,398.2300998843599,100.0,DE
1976-07-01,3.71593317540726,1.0435714508806981,3.71593317540726,6.1494814788901735,6.412921627252377,3.620783289545404,,,,,0.0,,,,,0.0,0.3552525667351129,0.0,0.0,0.10657577002053387,0.0,0.0,0.0,0.0,5.13942735622997,4.225381466765498,-2.4571876204186127,-269.8994712017691,-1.4234941808227104,26.461967396669312,39.18215792865687,,423.8937434849034,100.0,DE
1976-10-01,3.636761772415431,2.7005361121688054,3.636761772415431,6.744107073715233,2.37850237930024,3.6863839486397154,,,,,0.0,,,,,0.0,0.35487474332648866,0.0,0.0,0.1064624229979466,0.0,0.0,0.0,0.0,4.838894239467063,5.128556069687761,-2.3598317989549695,-269.9799796349862,-1.2021324670516318,26.619785776934314,39.447584995786485,,423.8937434849034,100.0,DE
1977-01-01,3.731028877566267,6.978184012401023,3.731028877566267,7.440632104634171,7.828151781851922,3.6859359507684264,,,,,0.0,,,,,0.0,0.3544969199178645,0.0,0.0,0.10634907597535934,0.0,0.0,0.0,0.0,4.617321167086904,5.529768455304179,-2.084327553586567,-269.7674876926235,-0.8862922895206369,27.14587618915288,40.14180414263857,,423.8937434849034,100.0,DE
1977-04-01,3.7430550711756716,4.24992870925216,3.7430550711756716,7.3963587580123225,12.96585924364475,3.7441097804624235,,,,,0.0,,,,,0.0,0.35412731006160164,0.0,0.0,0.10623819301848049,0.0,0.0,0.0,0.0,4.442467947904658,3.8351405060292905,-1.7522458302599766,-267.58850505902535,-0.699412876728986,28.040216774823598,40.57057744369416,,423.8937434849034,100.0,DE
1977-07-01,3.783656701753779,1.2059779731931286,3.783656701753779,7.467594564358526,6.697864852637192,3.7253582926485507,,,,,0.0,,,,,0.0,0.3537535934291581,0.0,0.0,0.10612607802874742,0.0,0.0,0.0,0.0,4.310705698674482,3.0625718562113207,-1.3557706544761912,-266.2155333391643,-0.5270489969207031,28.513693774120025,40.69308007713857,,456.6371713955314,100.0,DE
1977-10-01,3.409133913631024,1.2024449596777842,3.409133913631024,6.872968969533466,0.0,3.4150762421600867,,,,,0.0,,,,,0.0,0.3533757700205339,0.0,0.0,0.10601273100616017,0.0,0.0,0.0,0.0,4.13039134166579,3.9995426206041316,-1.429760325836039,-266.51614457908374,-0.7212574280347663,28.513693774120025,40.81559209991643,,456.6371713955314,100.0,DE
