,gp,gp_q,pi_yoy,gw,gw_q,gp_core,grpe,grpf,slack,dmw,minwage,transfer_share,h,h_disc,cov_benchmark,lambda,wedge,scheme,populist,election,pistar,catchup,catchup_bb,real_wage,pigap,lvl_wage,lvl_price,lvl_minwage,lvl_benefit,lvl_handout,country
1984-04-01,10.698074312652706,6.9073981243780835,10.698074312652706,10.567853781769443,57.857988822092274,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,11.87720198930424,,-2.340000557712248,-297.841384164967,-1.1791276766515342,22.714013539708365,30.78580324502069,,134.49999546847334,100.0,ES
1984-07-01,11.360185223448216,10.811288876751846,11.360185223448216,9.438675688757492,86.26634936274202,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,11.773798636133035,,-1.1679986019183062,-278.9776190434695,-0.41361341268481944,28.180998646469618,31.629235669907988,,150.99994314993833,100.0,ES
1984-10-01,9.381258325603747,6.136842463426007,9.381258325603747,9.726347612860398,-21.832122621037886,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,11.295290574027177,,-2.989538113722359,-285.9698603145854,-1.91403224842343,26.684093462783082,32.11823631948959,,150.99994314993833,100.0,ES
1985-01-01,9.119094356801982,12.620847962651993,9.119094356801982,13.8897918244078,-66.73304826616521,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,10.860051330582138,,-3.0528895516651406,-305.8083343717897,-1.7409569737801558,22.583849270420423,33.147791678204605,,150.99994314993833,100.0,ES
1985-04-01,9.223695831631407,7.325804023695781,9.223695831631407,13.888956986384592,57.85464946999945,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,10.532780230791992,,-2.653506157672833,-293.1761230102138,-1.3090843991605858,26.098338164112157,33.76047057386972,,150.99994314993833,100.0,ES
1985-07-01,7.543940400746507,4.092267153212248,7.543940400746507,7.773064760523596,61.802780459298035,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,9.935012264782895,,-4.229858235386528,-278.74849468369234,-2.3910718640363875,30.458910895050707,34.1076355727458,,173.49996168800192,100.0,ES
1985-10-01,7.949906468471735,7.7607067343269165,7.949906468471735,7.966731583457465,-21.05745532930241,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,9.537991105520662,,-3.3453841055554427,-285.9530351995997,-1.5880846370489277,28.89691821442848,34.77584522844979,,173.49996168800192,100.0,ES
1986-01-01,8.568998455085097,15.097215909105444,8.568998455085097,14.961168183935058,-38.75530186425485,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,9.34419257543355,12.187118648130365,-2.2910528754970407,-299.41616464293975,-0.775194120348452,26.228502433400106,36.1134756692627,,173.49996168800192,100.0,ES
1986-04-01,7.844528106509063,4.427922629391645,7.844528106509063,9.053815332308556,34.22523806349345,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,9.044259681648652,3.028781061365862,-2.688252124282929,-291.9668357844143,-1.1997315751395892,28.571502178916898,36.51546573072912,,173.49996168800192,100.0,ES
1986-07-01,9.050342574783032,8.915525026308124,9.050342574783032,11.111327182490882,70.03282786002734,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,9.045476260275528,-12.34715917618621,-0.8846696899998623,-276.68751007598445,0.004866314507504299,34.038487285678144,37.33849014832066,,201.49993532275593,100.0,ES
1986-10-01,8.251597356681328,4.5657258619201,8.251597356681328,9.038407063203257,-29.349135806452907,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,8.886700479556689,-1.3029531918082853,-1.286393748839334,-285.1662254930778,-0.6351031228753605,31.630410767809106,37.76712505669565,,201.49993532275593,100.0,ES
1987-01-01,5.925512321521653,5.792875768466743,5.925512321521653,4.3696398967627115,-57.43037053001703,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,8.294462847949681,15.272384036672577,-3.418680253911896,-300.97203706769864,-2.368950526428028,27.400002306158502,38.31805542561307,,201.49993532275593,100.0,ES
1987-04-01,5.497421032252081,2.715557472313357,5.497421032252081,10.786283153327858,59.89181108975403,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,7.735054484810162,-0.8998644930786099,-3.5468386493965713,-286.6779736633385,-2.2376334525580805,31.825651809449298,38.57907765350663,,201.49993532275593,100.0,ES
1987-07-01,4.528980729980647,5.041763817222389,4.528980729980647,5.577658531648977,49.19832937331181,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,7.093839733844259,-11.376144723027608,-4.516495530294881,-275.63883227431614,-2.564859003863612,35.99098349874766,39.068421615360506,,210.4999592162601,100.0,ES
1987-10-01,4.542193852015419,4.618578350059188,4.542193852015419,10.16499602097134,-10.999785849163457,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.583510557478491,-5.354087282096202,-4.34450662754127,-279.5434233241218,-2.041316705463072,35.0147353922129,39.52213739251486,,210.4999592162601,100.0,ES
1988-01-01,4.311581208637971,4.870425194956951,4.311581208637971,5.76861753814657,-75.0158844613161,,,,0.6954559737634582,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.129124687710387,15.904758223925228,-3.98288163931171,-299.5150007381901,-1.817543479072416,29.027082483716427,40.00630306092873,,210.4999592162601,100.0,ES
1988-04-01,3.981443544751073,1.3950068167657648,3.981443544751073,4.400740803273506,54.42030415026178,,,,0.7366345126585223,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,5.699588459118525,1.016634837048457,-3.7536109400590885,-286.25867640481613,-1.7181449143674516,33.25749094536703,40.14606930154866,,210.4999592162601,100.0,ES
1988-07-01,5.239319684657717,10.073268376848965,5.239319684657717,6.306806526453046,56.82259226602997,,,,1.0227762595615424,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,5.607534704226364,-10.353974733083135,-1.854520049186542,-274.57134543252084,-0.36821501956864644,38.333972519681,41.16991232551126,,222.9999695151843,100.0,ES
1988-10-01,5.332283188814424,4.990432366686015,5.332283188814424,7.516954865950365,-6.159192491174181,,,,1.7475356863488543,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,5.552484401143976,-5.784857999527844,-1.2512273686640674,-277.35875164698587,-0.2202012123295516,37.748227945593534,41.68676895140638,,222.9999695151843,100.0,ES
1989-01-01,6.038401768392143,7.694899513267828,6.038401768392143,7.346708260658563,-75.69687088248331,,,,2.0294570666818537,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,5.649667874593609,16.294530475864406,-0.09072291931824417,-298.20669424592364,0.38873389379853407,31.239907235361827,42.49647094554362,,222.9999695151843,100.0,ES
1989-04-01,6.6815471967693,3.9675885302743907,6.6815471967693,5.704943054656042,47.85324332625169,,,,2.4576409491327276,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,5.856043739028747,3.8892293116094265,0.9819587376507748,-287.23528054692935,0.8255034577405524,35.2099764338531,42.92008968016275,,222.9999695151843,100.0,ES
1989-07-01,6.687842211142714,10.098448434342622,6.687842211142714,5.129318248071302,54.520093039691005,,,,2.777071468061351,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.02240343345154,-7.2196676180632835,1.0803075069163501,-276.1298693955922,0.6654387776911737,40.351545505102756,44.017449212650114,,239.99995056516372,100.0,ES
1989-10-01,6.857423637953808,5.668758073930391,6.857423637953808,6.830287545523195,0.644684698633391,,,,2.62302453714792,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.189407474351993,-4.7040833518919385,1.3049392368098323,-277.3858877394165,0.6680161636018145,40.41663300203845,44.64570113444326,,239.99995056516372,100.0,ES
1990-01-01,6.7595942930174235,7.303582133522291,6.7595942930174235,8.579550785312351,-68.69981792332669,,,,2.771413281455425,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.303444838085079,15.288283011629403,1.1099264184238145,-296.3867377536288,0.45614945493234416,34.038487285678144,45.46837270331052,,239.99995056516372,100.0,ES
1990-04-01,6.5456858578386345,3.1119547895592348,6.5456858578386345,8.500705011851451,47.53786023240809,,,,2.7965224077326223,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.35189304203579,3.0190492842777985,0.6896421188098874,-285.28026139291654,0.19379281580284413,38.333972519681,45.82349110316074,,239.99995056516372,100.0,ES
1990-07-01,6.200909916580688,8.719344669310836,6.200909916580688,8.351062025459433,53.92152109412294,,,,2.892878768927538,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.32169641694477,-8.174501103483067,0.17850648312914785,-273.9797172867135,-0.12078650036408156,43.86603439879451,46.83333461557654,,261.4999847575921,100.0,ES
1990-10-01,6.524704460568698,6.96393624988243,6.524704460568698,8.041427255091694,-0.5938543828375664,,,,2.740621991615562,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.362298025669555,-5.034077567366069,0.33529698621670434,-275.8691649448935,0.1624064348991423,43.800957626442255,47.65583452830767,,261.4999847575921,100.0,ES
1991-01-01,6.0013356786745575,5.21010700594573,6.0013356786745575,8.429886762138528,-67.14597989513935,,,,2.7934880799572497,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.2901055562705555,14.002357811850288,-0.30210915941052185,-293.95818667016476,-0.2887698775959979,37.03230837763465,48.28062471802213,,261.4999847575921,100.0,ES
1991-04-01,5.894636433985001,2.685157810801009,5.894636433985001,9.546449758981158,52.004112219778605,,,,2.333736993408131,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.211011731813445,-0.13707851172620167,-0.4572566080507894,-281.6284480679204,-0.31637529782844354,42.173877448884326,48.605817731473245,,261.4999847575921,100.0,ES
1991-07-01,5.754042112415414,8.156967383032487,5.754042112415414,9.881102513227425,55.26013211110801,,,,1.6391100707887833,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.119617807933839,-11.649535074423795,-0.5676543045293556,-269.8526568859014,-0.36557569551842484,48.421858895956696,49.6071833380545,,284.49995427277634,100.0,ES
1991-10-01,5.423975464336062,5.64366965756502,5.423975464336062,9.355254061095962,-2.6972481913634105,,,,1.2893029595640257,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,5.980489339214284,-7.245928216842913,-0.9383225613334938,-271.9378863481336,-0.5565138748782221,48.09644286044511,50.3120606517268,,284.49995427277634,100.0,ES
1992-01-01,6.345032758323699,8.894336181896279,6.345032758323699,8.260799474617443,-71.52379824105344,,,,0.8595386379056293,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.053398023036166,14.272361686965723,0.054927202053143276,-292.042419953871,0.29163473528753237,40.22138123581482,51.443322271100364,,284.49995427277634,100.0,ES
1992-04-01,6.19523934821542,2.085984170367894,6.19523934821542,7.2894687774825995,48.118789431239236,,,,0.3015072612061225,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.081766288072017,1.0827746708459358,-0.015772383598024575,-280.53421863865316,0.11347306014340308,45.36295030706447,51.712297899968064,,284.49995427277634,100.0,ES
1992-07-01,5.435919019524649,5.119686068269402,5.435919019524649,8.004274174773185,58.11935370027035,,,,-0.4897343533337484,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,5.952596834362543,-12.022803175862066,-0.6836987884091901,-267.284301730653,-0.5166778148378945,52.45701559138366,52.37842860913444,,308.99994150211035,100.0,ES
1992-10-01,5.075262928123525,4.201045291960526,5.075262928123525,7.931375794267392,-2.988841713386581,,,,-1.7407235563166488,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,5.77713005311474,-8.112616094272028,-0.9052264110907586,-269.08177348198967,-0.7018671249912147,52.066512058936375,52.931437924589474,,308.99994150211035,100.0,ES
1993-01-01,4.143930494785408,5.169006448543811,4.143930494785408,7.3298605251001625,-73.92985931772236,,,,-2.8884386728362443,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,5.450490141448873,13.343624318931575,-1.909467528250758,-288.8564899235563,-1.306559646663465,43.28028982470702,53.61988393145309,,308.99994150211035,100.0,ES
1993-04-01,4.570876129684542,3.79376670996443,4.570876129684542,6.121518454471198,43.28542114872338,,,,-3.7496359127595476,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,5.2745673390960075,1.8490718277747646,-1.5108901583874745,-278.9835763138666,-0.7036912094114651,48.22660712973305,54.13085656645966,,308.99994150211035,100.0,ES
1993-07-01,4.491619804040514,4.80266076569329,4.491619804040514,7.525929923973251,63.736999578278564,,,,-4.512556360638552,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,5.117977832084909,-12.899783637333314,-1.460977030322029,-264.24999161072014,-0.626358028044395,56.55724905916287,54.784704325440565,,332.4999443858091,100.0,ES
1993-10-01,4.657430149029107,4.864286671914897,4.657430149029107,6.999228779615696,-5.095646290816802,,,,-4.774084766763135,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,5.025868295473749,-7.911546648166336,-1.1196999040856328,-266.7399748514031,-0.36843814644464157,55.841329491204014,55.454992927682156,,332.4999443858091,100.0,ES
1994-01-01,4.876184281090534,6.04402297678952,4.876184281090534,5.841081839328255,-78.56244707887213,,,,-4.894013336336684,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,4.995931492597106,14.941519062468785,-0.5743058603583391,-287.8915923653185,-0.11974721150657164,45.88361810879971,56.29928363325011,,332.4999443858091,100.0,ES
1994-04-01,4.724329280533723,3.1863467077371865,4.724329280533723,4.227842300365192,36.83246299287113,,,,-4.584184580464026,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,4.941611050184429,4.73446056698981,-0.5502380585622841,-279.48006329403506,-0.21728176965070567,50.3092676120905,56.7495472147778,,332.4999443858091,100.0,ES
1994-07-01,4.585725644620453,4.248246222040208,4.585725644620453,2.6123070664169967,57.27485864248578,,,,-4.122764397578951,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,4.870433969071634,-8.877955101466057,-0.5322521874644561,-266.2234101889237,-0.28470832445118077,58.054164967432854,57.3554743024217,,352.4999608640878,100.0,ES
1994-10-01,4.265874155731275,3.5848807163581853,4.265874155731275,2.872131927084376,-4.056346848147285,,,,-3.54141264674368,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,4.749522006403562,-5.052624729211402,-0.7599941397424734,-268.1337170800501,-0.48364785067228677,57.468420393345376,57.87181595990841,,352.4999608640878,100.0,ES
1995-01-01,4.657656670117305,7.61115303433364,4.657656670117305,16.50957066800074,-24.01269211520667,,,,-2.7052053770215387,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,4.73114893914631,4.151769401534864,-0.3382748224798009,-276.0396783674351,-0.07349226902900519,54.12000285703972,58.98353738911889,,352.4999608640878,100.0,ES
1995-04-01,4.997423296102621,4.545413211678451,4.997423296102621,7.867076893595026,2.2624878952482774,,,,-1.8556653257894666,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,4.784403810537572,4.093511368205952,0.055812245918192005,-276.61040969654266,0.21301948556504868,54.426984845784276,59.657621499259406,,352.4999608640878,100.0,ES
1995-07-01,4.346823016135026,1.6458451021698295,4.346823016135026,-5.398788259524556,4.211398030007452,,,,-1.8140178741014203,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,4.696887651657063,3.331761806505824,-0.5236109529366075,-275.96902146458325,-0.3500646355220365,55.00304629643444,59.90359520588535,,415.77581880824073,100.0,ES
1995-10-01,4.276786135448418,3.304733193611753,4.276786135448418,-3.2911410386238904,4.374242035455378,,,,-1.3809158595005648,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,4.6128673484153335,3.7213201020294946,-0.4727358709551437,-275.70164425412236,-0.3360812129669153,55.60783874798906,60.400558792893094,,415.77581880824073,100.0,ES
1996-01-01,3.520431365240917,4.5857339535036346,3.520431365240917,3.6753970968579797,3.8534604267208117,,,,-0.8195532863413462,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,4.39438015178045,4.189434632133498,-1.2107175739053933,-275.8847126358181,-0.8739487865395335,56.146133974121504,61.09699549005908,,415.77581880824073,100.0,ES
1996-04-01,3.5623253761587925,4.712989255349953,3.5623253761587925,4.529905703769366,5.680522322893822,,,,-0.3781257792384203,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,4.227969196656119,3.4499245095161655,-1.2220784343787798,-275.6428293689321,-0.6656438204973263,56.94917098351944,61.82112685002859,,415.77581880824073,100.0,ES
1996-07-01,3.61728046601435,1.8656654615920587,3.61728046601435,4.207052724807081,2.9199861141583128,,,,0.09327899789584038,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,4.105831450527765,3.023517940455804,-1.079607185642713,-275.37924920579053,-0.48855098451341483,57.366419050021776,62.11014419106905,,431.34152981610623,100.0,ES
1996-10-01,3.290970689995021,1.999494089534437,3.290970689995021,4.109984403580413,3.9859687505487074,,,,0.8295503738265779,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.942859298421216,3.150379168299594,-1.3218966584203127,-274.882630540537,-0.6518886084261952,57.94092865178868,62.421393635266476,,431.34152981610623,100.0,ES
1997-01-01,2.5051358807893997,1.4423947166811502,2.5051358807893997,4.51886431988473,5.488980091938078,,-0.31461387694955434,-3.2189492261370134,1.5574897607725013,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.655314614894853,2.350296596763883,-1.8892442709910506,-273.8709841967227,-1.1501787341054532,58.74150050252897,62.64689068157276,,431.34152981610623,100.0,ES
1997-04-01,1.4282313676194036,0.4053712026699685,1.4282313676194036,4.038166478123584,3.7577309558492367,,-2.5397032616558235,-4.422621611085198,1.665764639760912,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.209897965439763,0.934300615139648,-2.799737829036715,-273.03289425842786,-1.7816665978203594,59.295937593810386,62.710410976306925,,431.34152981610623,100.0,ES
1997-07-01,1.6834390051956305,2.8864960118969663,1.6834390051956305,4.400681502071069,4.370046209948253,,-1.695275096633475,-4.594700244160821,2.025569837929787,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.9046061733909365,0.7347615345502163,-2.422392445332134,-272.6620067089151,-1.221167168195306,59.94730421113668,63.16458108365624,,451.28038026861964,100.0,ES
1997-10-01,1.8350988856592032,2.606133611388728,1.8350988856592032,4.290655467294746,3.5458646114434167,,-3.1462304935570895,-3.163929430611523,2.595261401697176,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.69070471584459,1.2502002393396765,-2.107760412762013,-272.4270739589014,-0.8556058301853868,60.48107914414721,63.57746299942832,,451.28038026861964,100.0,ES
1998-01-01,1.7339296076309019,1.0377176045679448,1.7339296076309019,3.335954621471471,1.670176708644977,,-5.158758075916792,-1.6758461353167053,3.42481527362985,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.4993496942018525,1.6442536536530952,-1.9213850072639511,-272.2689591828821,-0.7654200865709506,60.73414232602297,63.74261576573714,,451.28038026861964,100.0,ES
1998-04-01,1.9261266580282488,1.1741594042593562,1.9261266580282488,3.319259659034013,3.690951106099405,,-5.790717365161191,-1.2364840420530765,3.3998223050520444,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.3847050869671316,0.48027219165777524,-1.2837713074115142,-271.6397612574221,-0.4585784289388828,61.297152760732445,63.93000063520296,,451.28038026861964,100.0,ES
1998-07-01,1.9321385841747585,2.910543716483005,1.9321385841747585,2.595657645919447,1.475638157489989,,-7.625854083958528,-0.4221362972864906,3.384836918277749,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.294191786408657,0.9761444493856857,-0.972467589216178,-271.9984876471704,-0.3620532022338985,61.52370142751904,64.39687480149907,,466.5888104611172,100.0,ES
1998-10-01,1.408753456541234,0.5125931008546303,1.408753456541234,2.365047445663504,2.623423810419645,,-8.654193350621009,-1.5919599716036181,3.809603445787694,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.1171041204351724,1.1228012258636113,-1.281951259303356,-271.47077996977913,-0.7083506638939383,61.928534395005535,64.4794511846535,,466.5888104611172,100.0,ES
1999-01-01,1.78761364819362,2.5531583711774886,1.78761364819362,2.7013388071310596,3.0153421545151993,,-7.15689532788244,-0.9557731259969504,4.780747659412004,0.0,486.0,20.018780135259178,,,0.0,0.0,0.0,0.0,0.0,0.0,2.051206025986862,1.574403790915028,-0.7117360460082325,-271.3552340239448,-0.26359237779324207,62.397137725948674,64.89233310042559,46.285714285714285,466.5888104611172,100.0,ES
1999-04-01,2.1574908644693025,2.653668269362086,2.1574908644693025,2.0377327011259494,1.0365266820789643,,-1.6268963291946825,0.06681087631319471,5.147215750229751,0.0,486.0,20.064110544005974,,,0.0,0.0,0.0,0.0,0.0,0.0,2.07246299368335,1.4121647237344064,-0.22721422249782908,-271.75951942076546,0.08502787078595242,62.55903814833327,65.32427110461792,46.285714285714285,466.5888104611172,100.0,ES
1999-07-01,2.2819127626259927,3.408231309109766,2.2819127626259927,2.588358165663718,3.6781400156410626,,4.828936142261853,-1.4653574856346552,4.7857384573482715,0.0,486.0,19.983148576765338,,,0.0,0.0,0.0,0.0,0.0,0.0,2.1143529474718785,1.2252281263565123,-0.012279023782664211,-271.69204224413267,0.16755981515411422,63.13694335049552,65.88324969827859,46.285714285714285,479.36473872381333,100.0,ES
1999-10-01,2.5962856520705735,1.7700846586329533,2.5962856520705735,3.289656197152402,5.428615936374381,,5.735729816567714,-1.138227954633475,4.7524234943744865,0.0,486.0,19.674593978908504,,,0.0,0.0,0.0,0.0,0.0,0.0,2.2107394883916176,0.7363451230413602,0.4791815316354011,-270.7774094246973,0.3855461636789559,63.99964977839391,66.17544305405576,46.285714285714285,479.36473872381333,100.0,ES
2000-01-01,2.9180492861708984,3.8402129075787883,2.9180492861708984,3.364083673412499,3.313052059555588,,9.896161945573834,-1.674800474421767,4.917334210201888,2.036730282443422,496.0,20.232390646756613,0.21361051149743904,0.030376139776020772,0.7,0.21,0.0,0.0,0.0,0.0,2.3522014479474738,1.3006481101687086,0.8668432601840363,-270.9091996367031,0.5658478382234247,64.53193653133114,66.81382201613417,47.23809523809524,479.36473872381333,100.0,ES
2000-04-01,3.205556001806542,3.803695131904661,3.205556001806542,3.7524526673991643,2.5900026580256252,,10.526877448495275,-2.138058304275292,5.018952193294734,2.036730282443422,496.0,20.00986501996718,-0.05424552403879568,0.1083010836847722,0.6900351974970669,0.20701055924912007,0.0,0.0,0.0,0.0,2.5228723587192876,0.974865065199026,1.133093008123192,-271.21262275517284,0.6826836430872545,64.95113694732468,67.45220097821255,47.23809523809524,479.36473872381333,100.0,ES
2000-07-01,3.5981916104375955,4.97877374363398,3.5981916104375955,4.045400851106673,4.849932750471098,,6.4592751366855605,-1.09358643253743,4.7024535485610155,2.036730282443422,496.0,19.849582429751305,-0.1335661470140359,0.2456469847711713,0.6800703949941337,0.2040211184982401,0.0,0.0,0.0,0.0,2.737936209062949,0.8475773417920323,1.483838662965717,-271.2448330034636,0.8602554013746464,65.74345220099892,68.29702089817698,47.23809523809524,495.76528703204934,100.0,ES
2000-10-01,3.9661790163433963,3.2420342822561565,3.9661790163433963,2.945998980153086,1.0310084525600338,,9.481207741019482,0.3278465357393401,4.57751818970906,2.036730282443422,496.0,19.622490252523413,-0.05210372638509431,0.2496420989594485,0.6699960891669925,0.20099882675009775,0.0,0.0,0.0,0.0,2.9835847705190384,1.7919993367241887,1.7554395279517787,-271.7975894608876,0.982594245824358,65.9131259131502,68.85282347710094,47.23809523809524,495.76528703204934,100.0,ES
2001-01-01,2.8260661826388755,-0.7202384272392948,2.8260661826388755,3.0847659573387753,3.8681199682983447,,1.5183790467139247,1.1591231868277152,4.894013836066126,1.996074256253788,506.0,18.774722968809993,-1.4576676779466224,-1.061083660967767,0.6599217833398513,0.1979765350019554,0.0,0.0,0.0,0.0,2.9520810529430057,0.8690413546141826,0.4738647346914018,-270.6504998620032,-0.12601487030413017,66.55361749099777,68.7289589023693,48.19047619047619,495.76528703204934,100.0,ES
2001-04-01,3.6295331815100695,7.017563127389437,3.6295331815100695,2.7627927022466414,1.3021096376570895,,0.4613541119586895,2.481047347832721,4.579187785774453,1.996074256253788,506.0,19.25933052856231,-0.7505344914048723,-0.7873807644339357,0.6500664841611263,0.1950199452483379,0.0,0.0,0.0,0.0,3.0875714786564186,1.647061151256878,1.106660822790782,-272.07936323443624,0.541961702853651,66.77062076883354,69.94537254652863,48.19047619047619,495.76528703204934,100.0,ES
2001-07-01,2.2075951699200402,-0.7089783027261376,2.2075951699200402,3.0443952675575314,5.976343011714658,,-4.587855386381046,2.3584858656398477,4.079461342249887,1.996074256253788,506.0,19.123149434496163,-0.7264329952551413,-0.5083489458562257,0.6401016816581931,0.19203050449745793,0.0,0.0,0.0,0.0,2.911576216909143,-0.2437350379898362,-0.5303410391429089,-270.408032905826,-0.7039810469891026,67.77572093281788,69.82150797179699,48.19047619047619,511.2968097962814,100.0,ES
2001-10-01,2.4873731353588724,4.361146144011485,2.4873731353588724,3.4036027357044807,2.467838325147831,2.8781415308936076,-12.308676861813872,1.4932689241847097,3.5780628040127205,1.996074256253788,506.0,19.726289205146582,0.1037989526231714,-0.20462130901830955,0.630027375831052,0.1890082127493156,0.0,0.0,0.0,0.0,2.826735600599089,0.7746129032383919,-0.496211635160166,-270.88135986054203,-0.3393624652402165,68.19516229828115,70.5869275233437,48.19047619047619,511.2968097962814,100.0,ES
2002-01-01,3.1029285255241845,1.7419831334219538,3.1029285255241845,3.4755082813313187,4.155742150805697,3.400280651249421,-5.918146358075349,0.731216019600156,2.5402881647113933,1.9570096194096998,516.0,19.951483203787333,1.1767602349773392,-0.28725083036391985,0.6199530700039108,0.18598592100117323,0.0,0.0,0.0,0.0,2.881974185584108,0.5587159151202172,0.1508474725811788,-270.27792010619606,0.2209543399400764,68.90735930215331,70.89500095280442,49.142857142857146,511.2968097962814,100.0,ES
2002-04-01,3.563762121573344,8.860897511586074,3.563762121573344,4.063973566871137,3.6559707798163643,3.7995919038551484,-6.30991478597922,0.8804812599933154,2.168822779474633,1.9570096194096998,516.0,20.000658512091928,0.7413279835296216,0.06225317214019033,0.6100977708251857,0.1830293312475557,0.0,0.0,0.0,0.0,3.018331772781955,1.2212189667715165,0.47619064291692537,-271.57915178913845,0.5454303487913887,69.5400545219905,72.48300832115862,49.142857142857146,511.2968097962814,100.0,ES
2002-07-01,3.512896403570931,-0.9124411747357897,3.512896403570931,3.575143604701392,4.021023163035675,3.54644114995617,-3.685518891845163,1.2500049706279714,1.36926216891543,1.9570096194096998,516.0,20.01629012884011,0.8931406943439496,-0.4165544879768929,0.6001329683222526,0.18003989049667576,0.0,0.0,0.0,0.0,3.1172446989397504,-0.2450361535438219,0.6013201866617881,-270.3457857046956,0.3956517046311805,70.24263539790363,72.31785555484977,49.142857142857146,529.3793832836014,100.0,ES
2002-10-01,3.9177448394584147,5.98053988756142,3.9177448394584147,3.7151032359105107,3.0276768499843065,3.655049322948667,0.5435062719783446,1.018462678480203,1.1926877679140535,1.9570096194096998,516.0,20.33658358121113,0.6102943760645463,0.12626877183350882,0.5900586624951114,0.17701759874853343,0.0,0.0,0.0,0.0,3.2773447270434835,1.0626416778935663,1.0910092388593258,-271.0840014640899,0.6404001124149312,70.7763326811546,73.40722860954075,49.142857142857146,529.3793832836014,100.0,ES
2003-01-01,3.7112947276631836,0.9161826862410294,3.7112947276631836,3.161955225739743,1.9431501101226267,3.064962559564055,2.7318389909339658,1.4821248136441145,0.8678606323016123,1.9194447256147384,526.0,19.785715403759763,-0.1657678000275692,-0.5444285737235117,0.5799843566679702,0.17399530700039106,0.0,0.0,0.0,0.0,3.3641347271674236,1.2165283159317823,0.8293205420790755,-270.82725960811945,0.34716000049576,71.12099175536162,73.5755573905863,50.095238095238095,529.3793832836014,100.0,ES
