,gp,gp_q,pi_yoy,gw,gw_q,gp_core,grpe,grpf,slack,dmw,transfer_share,h,h_disc,cov_automatic,cov_benchmark,cov_public,lambda,wedge,scheme,populist,election,pistar,catchup,catchup_bb,real_wage,pigap,lvl_wage,lvl_price,lvl_minwage,lvl_benefit,lvl_handout,country
1978-10-01,10.943384543264134,11.882021579885738,10.943384543264134,13.830106530241576,13.62139338922988,,,,,0.0,,,,0.96,0.0,0.14,1.0,0.0,0.0,0.0,0.0,13.006021066341592,5.174787979508096,-4.4748075495367186,-284.91403607426605,-2.062636523077458,12.443666658858945,14.788514210211863,12.443666658858945,1045.9360050568157,100.0,IT
1979-01-01,12.145941818144035,15.124917269480065,12.145941818144035,14.60168209610267,16.7711653605714,,,,,0.0,,,,0.96,0.0,0.14,1.0,0.0,0.0,0.0,0.0,12.834005216702081,5.724521911956856,-2.610014561745464,-284.50247405149315,-0.6880633985580467,12.976495788779314,15.358408449322626,12.976495788779314,1045.9360050568157,100.0,IT
1979-04-01,12.736965631665065,14.483241939436198,12.736965631665065,15.76606640906784,17.58652544764686,,,,,0.0,,,,0.96,0.0,0.14,1.0,0.0,0.0,0.0,0.0,12.814597299694679,5.714345650202915,-1.3489936733384393,-283.7266531744405,-0.07763166802961408,13.559752340882849,15.924697573756818,13.559752340882849,1045.9360050568157,100.0,IT
1979-07-01,13.801216348424727,13.71468460489691,13.801216348424727,18.52037702604911,26.1024239067483,,,,,0.0,,,,0.96,0.0,0.14,1.0,0.0,0.0,0.0,0.0,13.011921109440689,3.3715872023782936,0.27953615131377063,-280.62971834897763,0.7892952389840389,14.474117843759666,16.480171354161296,14.474117843759666,1210.3735174713572,100.0,IT
1979-10-01,16.28232832417087,21.806469482870305,16.28232832417087,20.03660077882275,19.686288400324443,,,,,0.0,,,,0.96,0.0,0.14,1.0,0.0,0.0,0.0,0.0,13.666002552386725,4.774980916834977,3.276307257829277,-281.1597636196141,2.616325771784144,15.204292650008236,17.403548041043965,15.204292650008236,1210.3735174713572,100.0,IT
1980-01-01,18.766995108113527,25.063584405250694,18.766995108113527,17.74374569401272,7.599745021331278,,,,,0.0,,,,0.96,0.0,0.14,1.0,0.0,0.0,0.0,0.0,14.686201063532085,9.72093249048288,5.932989891411445,-285.525723465594,4.080794044581442,15.49592617126722,18.528925597899622,15.49592617126722,1210.3735174713572,100.0,IT
1980-04-01,18.984326146823527,15.352566094276199,18.984326146823527,18.005543910982144,18.633718315524554,,,,,0.0,,,,0.96,0.0,0.14,1.0,0.0,0.0,0.0,0.0,15.545826080190373,9.331865617840776,6.169728847128848,-284.7054354102819,3.4385000666331536,16.23487096398243,19.25391606682629,16.23487096398243,1210.3735174713572,100.0,IT
1980-07-01,19.720259843617207,16.65841939207162,19.720259843617207,16.60047913532523,20.48216480412064,,,,,0.0,,,,0.96,0.0,0.14,1.0,0.0,0.0,0.0,0.0,16.38071283287574,8.797011018666865,6.708338734176518,-283.74949905726965,3.339547010741466,17.087836071178355,20.0726967413863,17.087836071178355,1445.3716143160334,100.0,IT
1980-10-01,18.966346375304035,18.790815609617617,18.966346375304035,15.961590508615425,17.13073389348523,,,,,0.0,,,,0.96,0.0,0.14,1.0,0.0,0.0,0.0,0.0,16.8978395413614,9.601575238208454,5.300343822917309,-284.1645194863027,2.068506833942635,17.8355508503602,21.038152174176467,17.8355508503602,1445.3716143160334,100.0,IT
1981-01-01,16.84289255253986,16.56976911419399,16.84289255253986,20.20075732135918,24.556412272306293,,,,,0.0,,,,0.96,0.0,0.14,1.0,0.0,0.0,0.0,0.0,16.88685014359709,7.8317094645831276,2.1566914890077733,-282.16785869677466,-0.04395759105723229,18.964802002498494,21.927947885460696,18.964802002498494,1445.3716143160334,100.0,IT
1981-04-01,17.323222794951796,17.273887063923965,17.323222794951796,21.29345398570782,23.004504972919126,,,,,0.0,,,,0.96,0.0,0.14,1.0,0.0,0.0,0.0,0.0,16.974124673868033,6.879472495564187,1.777396714761423,-280.7352042195259,0.34909812108376315,20.08746517437237,22.895644593248203,20.08746517437237,1445.3716143160334,100.0,IT
1981-07-01,16.104995367503385,11.785509682277961,16.104995367503385,21.020241813110363,19.389316113730803,,,,,0.0,,,,0.96,0.0,0.14,1.0,0.0,0.0,0.0,0.0,16.800298812595102,5.456559267806767,-0.275717465372356,-278.83425261166263,-0.6953034450917173,21.085156039096677,23.580273037541932,21.085156039096677,1768.9285675845197,100.0,IT
1981-10-01,15.910732058791721,18.01376237477097,15.910732058791721,20.59321658199018,15.422632969004502,,,,,0.0,,,,0.96,0.0,0.14,1.0,0.0,0.0,0.0,0.0,16.622385461834426,6.648548289917073,-0.9871074825696784,-279.4820349631043,-0.7116534030427051,21.914003683509346,24.666471199976005,21.914003683509346,1768.9285675845197,100.0,IT
1982-01-01,15.719088186768815,15.803193626102363,15.719088186768815,18.07011693457037,14.46401368262704,,,,,0.0,,,,0.96,0.0,0.14,1.0,0.0,0.0,0.0,0.0,16.441726006821305,7.28501489744815,-1.1677619568282758,-279.8168299489731,-0.7226378200524906,22.720915871340996,25.66050050464715,22.720915871340996,1768.9285675845197,100.0,IT
1982-04-01,14.382910876712929,11.929177823700421,14.382910876712929,15.808834180820863,13.959373957921105,,,,,0.0,,,,0.96,0.0,0.14,1.0,0.0,0.0,0.0,0.0,16.02996298079963,6.963513846997671,-2.5912137971551044,-279.30928091541796,-1.6470521040867023,23.52783854958707,26.437297806703803,23.52783854958707,1768.9285675845197,100.0,IT
1982-07-01,15.4629218000502,16.105553375627046,15.4629218000502,14.729341783383488,15.0713465239813,,,,,0.0,,,,0.96,0.0,0.14,1.0,0.0,0.0,0.0,0.0,15.916554744649744,7.300866552791206,-1.337377012544902,-279.56783262832937,-0.4536329445995442,24.431241569380596,27.52348643179747,24.431241569380596,2119.277446777699,100.0,IT
1982-10-01,15.449369178763384,17.959551889623704,15.449369178763384,14.539263223171162,14.6623187281552,,,,,0.0,,,,0.96,0.0,0.14,1.0,0.0,0.0,0.0,0.0,15.823117631472472,8.102907108795591,-1.1730162830710427,-280.3921409186965,-0.37374845270908885,25.343404085226318,28.787422470190787,25.343404085226318,2119.277446777699,100.0,IT
1983-01-01,14.959591794304172,13.844084088265518,14.959591794304172,18.32872899577989,29.621876773061963,,,,,0.0,,,,0.96,0.0,0.14,1.0,0.0,0.0,0.0,0.0,15.650412464038812,3.940565884833802,-1.482134212517133,-276.44769274749746,-0.6908206697346397,27.29144257433529,29.801203606859758,27.29144257433529,2119.277446777699,100.0,IT
1983-04-01,14.829949384054153,11.410608182700344,14.829949384054153,17.422384389744494,10.333995533779516,,,,,0.0,,,,0.8465753424657534,0.0,0.14,0.9019178082191781,0.0,0.0,0.0,0.0,15.48631984804188,4.354744655597244,-1.2000135967454781,-276.7168459097276,-0.6563704639877272,28.005703421887823,30.66356992711272,28.005703421887823,2119.277446777699,100.0,IT
1983-07-01,13.074728929640322,9.084671557971724,13.074728929640322,17.580044994124822,15.70198894150261,,,,,0.0,,,,0.7318904109589042,0.0,0.14,0.7987013698630138,0.0,0.0,0.0,0.0,15.004001664361569,2.963692345604386,-2.8418258150094218,-275.06251656384484,-1.9292727347212466,29.126929406984278,31.36795974074468,29.126929406984278,2545.5901102460207,100.0,IT
1983-10-01,11.988970171314861,13.616516856321859,11.988970171314861,16.44838725094464,10.135687755434475,,,,,0.0,,,,0.6159452054794521,0.0,0.14,0.6943506849315069,0.0,0.0,0.0,0.0,14.400995365752227,4.368549226295102,-3.8341474601576113,-275.9327238390667,-2.4120251944373656,29.87441339704858,32.45414836583834,29.87441339704858,2545.5901102460207,100.0,IT
1984-01-01,11.407007326739915,11.516232709965735,11.407007326739915,12.673742838922763,14.523299124974454,,,,,0.0,,,,0.5,0.0,0.14,0.5900000000000001,0.0,0.0,0.0,0.0,13.802197757949765,4.0036355715305945,-4.243405137298897,-275.18095723531457,-2.3951904312098495,30.979033056096366,33.402102778968434,30.979033056096366,2545.5901102460207,100.0,IT
1984-04-01,10.795513180312843,8.964631596992056,10.795513180312843,11.527573538251678,5.749318331095177,,,,,0.0,,,,0.4844284736481862,0.0,0.14,0.5759856262833676,0.0,0.0,0.0,0.0,13.200860842422381,5.106356136265106,-4.690806667729037,-275.9847855517888,-2.4053476621095378,31.427519253969173,34.15914824902727,31.427519253969173,2545.5901102460207,100.0,IT
1984-07-01,9.959350402684164,5.740020447457006,9.959350402684164,10.236217814141412,10.536566045061546,,,,,0.0,,,,0.46885694729637234,0.0,0.14,0.5619712525667351,0.0,0.0,0.0,0.0,12.552558754474738,3.966237719651531,-5.044651261677405,-274.7856491523877,-2.593208351790574,32.26636426333724,34.652867750249726,32.26636426333724,2889.547518706207,100.0,IT
1984-10-01,8.939200811637038,9.535918492133355,8.939200811637038,9.488066246766158,7.143081485933456,,,,-0.2335356415143206,0.0,,,,0.4531143052703628,0.0,0.14,0.5478028747433266,0.0,0.0,0.0,0.0,11.829887165907198,4.591591752406657,-5.461794554115189,-275.3838584039376,-2.8906863542701604,32.847743031257124,35.48891101095946,32.847743031257124,2889.547518706207,100.0,IT
1985-01-01,8.925928600544175,11.463143865594283,8.925928600544175,10.332076764010257,17.899341193950846,,,,-0.3558643430661226,0.0,,,,0.43737166324435317,0.0,0.14,0.5336344969199178,0.0,0.0,0.0,0.0,11.249095452834593,2.7259551879078003,-4.87626915740559,-273.77480907184844,-2.3231668522904183,34.35100892920285,36.520660496968816,34.35100892920285,2889.547518706207,100.0,IT
1985-04-01,9.024271955525576,9.358005016917659,9.024271955525576,11.118387446563084,8.894561061306483,,,,-0.3503045632267927,0.0,,,,0.4219712525667351,0.0,0.14,0.5197741273100616,0.0,0.0,0.0,0.0,10.80413075337279,2.9979369668251934,-4.1765888868968055,-273.89067006075123,-1.779858797847215,35.12340765354737,37.38513456945331,35.12340765354737,2889.547518706207,100.0,IT
1985-07-01,8.755362989066473,4.664384581620595,8.755362989066473,10.982916334679881,9.994681597528743,,,,-0.5004347783649878,0.0,,,,0.40639972621492126,0.0,0.14,0.5057597535934292,0.0,0.0,0.0,0.0,10.394377200511528,1.8444357668295766,-3.797195765408265,-272.55809580677425,-1.6390142114450548,36.01208213147587,37.823632869677496,36.01208213147587,3204.066196536747,100.0,IT
1985-10-01,8.533970780029021,8.650349655983547,8.533970780029021,10.229621443320635,4.12990192049647,,,,-0.6116417284372906,0.0,,,,0.3906570841889117,0.0,0.14,0.49159137577002054,0.0,0.0,0.0,0.0,10.022295916415027,3.220417086120392,-3.2959163858781775,-273.688207740646,-1.4883251363860062,36.38582412650801,38.650510746249175,36.38582412650801,3204.066196536747,100.0,IT
1986-01-01,7.21213970525687,6.17581956650568,7.21213970525687,6.164815639413302,1.6401179783215092,,,,-0.7185724364975599,0.0,,,,0.37491444216290215,0.0,0.14,0.47742299794661197,0.0,0.0,0.0,0.0,9.460264674183396,4.319961788235048,-4.036955747577723,-274.822133137692,-2.2481249689265255,36.53532302260376,39.25188774606725,36.53532302260376,3204.066196536747,100.0,IT
1986-04-01,5.888839405036217,4.064803816035045,5.888839405036217,5.138804391604824,4.79051607007257,,,,-0.8531204765606626,0.0,,,,0.35951403148528405,0.0,0.14,0.46356262833675566,0.0,0.0,0.0,0.0,8.74597962035396,3.803560044317294,-4.915291348336574,-274.6407050741827,-2.8571402153177434,36.97551130265945,39.652799387719014,36.97551130265945,3204.066196536747,100.0,IT
1986-07-01,5.289844663766452,2.2684056165415356,5.289844663766452,3.5790844286881063,3.7558017458618753,,,,-1.014213311013883,0.0,,,,0.34394250513347024,0.0,0.14,0.44954825462012327,0.0,0.0,0.0,0.0,8.054752629036459,3.112907916978429,-5.104532536745076,-274.2688560418526,-2.764907965270007,37.32432807299695,39.878309801813046,37.32432807299695,3407.8065572262662,100.0,IT
1986-10-01,4.314031518847106,4.7470970763061615,4.314031518847106,4.048423365356923,6.007257667171739,,,,-1.0759332244133049,0.0,,,,0.32819986310746063,0.0,0.14,0.4353798767967146,0.0,0.0,0.0,0.0,7.306608406998588,2.810677180307721,-5.7082643975679215,-273.95381589413614,-2.9925768881514827,37.88910051486817,40.35439476060962,37.88910051486817,3407.8065572262662,100.0,IT
1987-01-01,4.188104062310272,5.672109740358344,4.188104062310272,5.312144909094085,6.6950041532701565,,,,-1.1382419006496747,0.0,,,,0.3124572210814511,0.0,0.14,0.421211498973306,0.0,0.0,0.0,0.0,6.682907538060925,2.4290854043160266,-5.272160611873124,-273.6980922909082,-2.494803475750653,38.52860666916561,40.93070762981915,38.52860666916561,3407.8065572262662,100.0,IT
1987-04-01,4.328339150852489,4.625744170203916,4.328339150852489,6.352710675939877,8.952779137455735,,,,-1.4531130492748847,0.0,,,,0.297056810403833,0.0,0.14,0.40735112936344975,0.0,0.0,0.0,0.0,6.211993860619238,1.3188855053878683,-4.417640469501471,-272.61633354909526,-1.8836547097667484,39.40067482104544,41.40679258861573,39.40067482104544,3407.8065572262662,100.0,IT
1987-07-01,4.784717441297515,4.093918778321637,4.784717441297515,6.378743727754877,3.8599339531218746,,,,-1.5030585893386057,0.0,,,,0.28148528405201917,0.0,0.14,0.39333675564681725,0.0,0.0,0.0,0.0,5.9265385767548935,1.5197184487929576,-3.2700351877389444,-272.67482975539525,-1.1418211354573788,39.78272522430915,41.83275882353564,39.78272522430915,3593.728687351209,100.0,IT
1987-10-01,5.231732557020319,6.535157539197378,5.231732557020319,6.922657914763841,8.182914415207598,,,,-1.364517957646381,0.0,,,,0.2657426420260096,0.0,0.14,0.3791683778234087,0.0,0.0,0.0,0.0,5.787577372807979,1.3125842887715748,-2.0748758499782696,-272.26289053639266,-0.5558448157876601,40.604953417214105,42.52183166846239,40.604953417214105,3593.728687351209,100.0,IT
1988-01-01,5.014485369951327,4.803120992082377,5.014485369951327,6.408058422722762,4.63660618510584,,,,-1.1993740103777562,0.0,,,,0.25,0.0,0.14,0.365,0.0,0.0,0.0,0.0,5.632958972236649,1.53991558275834,-1.6684221681095979,-272.30451923813683,-0.6184736022853219,41.07836483978157,43.03550328583138,41.07836483978157,3593.728687351209,100.0,IT
1988-04-01,4.9006160055657055,4.17026671266143,4.9006160055657055,6.012855407435902,7.3719670763082945,,,,-1.0142130441156265,0.0,,,,0.2344284736481862,0.0,0.14,0.3509856262833676,0.0,0.0,0.0,0.0,5.48649037890246,0.906636924377267,-1.3113778550535322,-271.50409414722503,-0.5858743733367549,41.84245515589454,43.48652411401941,41.84245515589454,3593.728687351209,100.0,IT
1988-07-01,4.851927849475457,3.8991661539606426,4.851927849475457,6.094390270683747,4.186073406113255,,,,-0.8724236618668986,0.0,,,,0.21885694729637234,0.0,0.14,0.3369712525667351,0.0,0.0,0.0,0.0,5.359577873017059,1.0366403998656892,-1.0746107272794365,-271.43236733418695,-0.5076500235416024,42.28264343595023,43.91249988627974,42.28264343595023,3831.555587301991,100.0,IT
1988-10-01,4.971576584854009,7.013752480711588,4.971576584854009,5.200907660966192,4.608983976337377,,,,-0.9675061660298798,0.0,,,,0.20311430527036278,0.0,0.14,0.32280287474332653,0.0,0.0,0.0,0.0,5.2819776153844495,1.8638300694385634,-0.8160007879539695,-272.03355946028046,-0.3104010305304401,42.77266118456636,44.68926857631515,42.77266118456636,3831.555587301991,100.0,IT
1989-01-01,5.686714385582237,7.663672194995286,5.686714385582237,5.525817526621624,5.936245647727567,,,,-0.8707555644399179,0.0,,,,0.18737166324435317,0.0,0.14,0.30863449691991784,0.0,0.0,0.0,0.0,5.362924969424007,2.4314546126651067,0.053755413345587755,-272.4654160970974,0.3237894161582293,43.412167338863796,45.55373311145924,43.412167338863796,3831.555587301991,100.0,IT
1989-04-01,6.253782909476291,6.438540808237647,6.253782909476291,5.615449016762009,7.730493036869834,,,,-0.7723368153795516,0.0,,,,0.17197125256673512,0.0,0.14,0.29477412731006164,0.0,0.0,0.0,0.0,5.541096557434464,2.1736695355612596,0.7672925305738305,-272.1424280399394,0.7126863520418265,44.25932075646342,46.292915142922254,44.25932075646342,3831.555587301991,100.0,IT
1989-07-01,6.194958426297781,3.6638682212466023,6.194958426297781,5.9850155744431754,5.664339636837923,,,,-0.5771674647292251,0.0,,,,0.15639972621492126,0.0,0.14,0.2807597535934292,0.0,0.0,0.0,0.0,5.671868931207127,1.7665320609885384,0.8353805532807215,-271.6423101860415,0.5230894950906535,44.890528992943736,46.71889091518256,44.890528992943736,4049.239373886361,100.0,IT
1989-10-01,6.143230816684753,6.8068420422594755,6.143230816684753,6.4113610240345675,6.314365774702946,,,,-0.16681169439164378,0.0,,,,0.1406570841889117,0.0,0.14,0.26659137577002057,0.0,0.0,0.0,0.0,5.766141308302652,2.154846609600213,0.8612532013003031,-271.76542925293063,0.37708950838210065,45.60478984049627,47.520714198486125,45.60478984049627,4049.239373886361,100.0,IT
1990-01-01,6.262871951054283,8.142236732473407,6.262871951054283,7.106977846719675,8.718712938467998,,,,0.25021716626179114,0.0,,,,0.12491444216290215,0.0,0.14,0.25242299794661194,0.0,0.0,0.0,0.0,5.865487436852979,2.200503279474276,0.8999469816302756,-271.621310201432,0.3973845142013044,46.60974007200875,48.49793870934742,46.60974007200875,4049.239373886361,100.0,IT
1990-04-01,5.911118165317308,5.031525665289749,5.911118165317308,6.817935120781393,6.574322133116706,,,,0.3936749461980398,0.0,,,,0.10951403148528405,0.0,0.14,0.23856262833675568,0.0,0.0,0.0,0.0,5.8746135825458445,1.747769588230824,0.370021607882844,-271.23561108447524,0.036504582771463845,47.38213879635327,49.111838237129355,47.38213879635327,4049.239373886361,100.0,IT
1990-07-01,6.338126613942174,5.371902015746066,6.338126613942174,7.0533329471198725,6.60593094219184,,,,0.5221196991611841,0.0,,,,0.09394250513347024,0.0,0.14,0.22454825462012323,0.0,0.0,0.0,0.0,5.9673161888251105,1.4014885382984517,0.666257682735047,-270.9271038528638,0.37081042511706386,48.17114384674646,49.775846951447555,48.17114384674646,4347.490721506243,100.0,IT
1990-10-01,6.5065767842824584,7.480642723620612,6.5065767842824584,6.963607043929043,5.955462161939629,,,,0.6055247706839477,0.0,,,,0.07819986310746063,0.0,0.14,0.2103798767967146,0.0,0.0,0.0,0.0,6.07516830791658,1.775527062852575,0.7404354759798064,-271.3083989932841,0.43140847636587853,48.89371310253054,50.71549434107686,48.89371310253054,4347.490721506243,100.0,IT
1991-01-01,6.146397283230742,6.701518728266542,6.146397283230742,7.653992312764291,11.480254013808988,,,,0.7089488128937198,0.0,,,,0.062457221081451075,0.0,0.14,0.19621149897330598,0.0,0.0,0.0,0.0,6.089414102979412,0.46379295305553114,0.28090984637776373,-270.11371517189843,0.05698318025133009,50.317325283680596,51.57232900388957,50.317325283680596,4347.490721506243,100.0,IT
1991-04-01,6.318688741971501,5.720691500252784,6.318688741971501,9.245511764317538,12.940399939329694,,,,0.8607475303556864,0.0,,,,0.04705681040383297,0.0,0.14,0.1823511293634497,0.0,0.0,0.0,0.0,6.13526903077783,-1.2806501762159996,0.44407515942565645,-268.3087880621292,0.18341971119367084,51.97175805361704,52.31520198609289,51.97175805361704,4347.490721506243,100.0,IT
1991-07-01,6.13650617894832,4.643171763653342,6.13650617894832,10.073011029552159,9.915928003130325,,,,0.8657515223760903,0.0,,,,0.03148528405201917,0.0,0.14,0.16833675564681727,0.0,0.0,0.0,0.0,6.135516460411928,-2.3270817017005356,0.16918999012320945,-266.99059900226,0.0009897185363918481,53.276230598042694,52.926011415580625,53.276230598042694,4693.313124335242,100.0,IT
1991-10-01,5.660210513820507,5.575460063109361,5.660210513820507,10.036656020448476,5.810042125524895,,,,0.6722499688922063,0.0,,,,0.015742642026009612,0.0,0.14,0.15416837782340867,0.0,0.0,0.0,0.0,6.040455271093644,-1.9275857524993967,-0.4149577940960727,-266.93195348665614,-0.3802447572731369,54.05572084254445,53.66889393512435,54.05572084254445,4693.313124335242,100.0,IT
1992-01-01,5.541397686618943,6.226267419460285,5.541397686618943,8.772226704825691,6.422536751317853,,,,0.5754990670417044,0.0,,,,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.0,5.940643754198704,-1.5930801711352274,-0.5480164163604693,-266.8828861536917,-0.3992460675797611,54.93066336797914,54.51082173486966,54.93066336797914,4693.313124335242,100.0,IT
1992-04-01,5.345251947622831,4.936108544268336,5.345251947622831,5.820190745585574,1.1322561023692224,,,,0.5254556437980309,0.0,,,,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.0,5.82156539288353,-0.31993437949171266,-0.7900170831549991,-267.8338492641665,-0.47631344526069874,55.08637258941968,55.18766770938538,55.08637258941968,4693.313124335242,100.0,IT
1992-07-01,4.929505535469669,2.980186115040695,4.929505535469669,3.679800936756217,1.3543687678128968,,,,0.15179841720142484,0.0,,,,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.0,5.643153421400758,0.29118995310761875,-1.2060109249422588,-268.2403036009734,-0.7136478859310884,55.27320687048524,55.600377041129526,55.27320687048524,5123.618989282645,100.0,IT
1992-10-01,4.745631138205653,4.839962474053294,4.745631138205653,3.1804806270182784,3.812760886573141,,,,0.21018237762342729,0.0,,,,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.0,5.463648964761736,0.6539566211972101,-1.2948241328879915,-268.4971039978435,-0.7180178265560837,55.80258465405689,56.277223015645255,55.80258465405689,5123.618989282645,100.0,IT
1993-01-01,4.471511466171663,5.129788731324325,4.471511466171663,3.180197907757343,6.421405874274111,,,,-0.051711220410116,0.0,,,,0.0,0.6,0.14,0.32,0.0,0.0,0.0,0.0,5.265221465043721,0.3233853166362337,-1.4691322880270414,-268.17419971210603,-0.7937099988720586,56.70564149017411,57.003596398931975,56.70564149017411,5123.618989282645,100.0,IT
1993-04-01,4.446482140310515,4.835991240823745,4.446482140310515,3.662988741267048,3.0634194364080436,,,,-0.7106166100601641,0.0,,,,0.0,0.6,0.14,0.32,0.0,0.0,0.0,0.0,5.10147360009708,0.9577948985519242,-1.375083252573015,-268.61734266320997,-0.6549914597865651,57.141591642798545,57.69695150970471,57.141591642798545,5123.618989282645,100.0,IT
1993-07-01,4.697878651903409,3.985772161412271,4.697878651903409,5.10679194193151,7.129581570470744,,,,-0.8590781317996985,0.0,,,,0.0,0.6,0.14,0.32,0.0,0.0,0.0,0.0,5.020754610458345,0.272480892347744,-0.9452747694973489,-267.8313903109453,-0.32287595855493656,58.169211659902416,58.274742666678435,58.169211659902416,5289.178825170969,100.0,IT
1993-10-01,4.474516172738596,3.946512557394044,4.474516172738596,4.36751213462141,0.8556416573327397,,,,-1.2944534118484956,0.0,,,,0.0,0.6,0.14,0.32,0.0,0.0,0.0,0.0,4.911506922914396,1.2823595355569637,-0.9891327920231401,-268.6041080359606,-0.43699075017579947,58.29377484088907,58.85254336099259,58.29377484088907,5289.178825170969,100.0,IT
1994-01-01,4.280095959140784,4.352107876933076,4.280095959140784,3.930522507927847,4.673447367499861,,,,-1.2627594106055806,0.0,,,,0.0,0.6,0.14,0.32,0.0,0.0,0.0,0.0,4.7852247301596735,1.2872444697384822,-0.9851255059029373,-268.52377316331894,-0.5051287710188896,58.978851355486846,59.49637106299431,58.978851355486846,5289.178825170969,100.0,IT
1994-04-01,3.9825721008268644,3.645895807568067,3.9825721008268644,3.6387150026957915,1.896189415479821,,,,-1.357848420413582,0.0,,,,0.0,0.6,0.14,0.32,0.0,0.0,0.0,0.0,4.624694204293112,1.8302171181918538,-1.1189014992702155,-268.961199761341,-0.6421221034662477,59.259102777085175,60.041143947454046,59.259102777085175,5289.178825170969,100.0,IT
1994-07-01,3.7530473547744414,3.067673177202579,3.7530473547744414,2.2758226078765986,1.6780119911939728,,,,-1.1560032771025508,0.0,,,,0.0,0.6,0.14,0.32,0.0,0.0,0.0,0.0,4.450364834389378,2.1705481880052844,-1.267707255683904,-269.30861505784316,-0.6973174796149362,59.50821864864407,60.5033806879692,59.50821864864407,5501.210876459291,100.0,IT
1994-10-01,3.878899310066064,4.449920378560535,3.878899310066064,2.323230487451977,1.0452731756342537,,,,-1.8015602842102734,0.0,,,,0.0,0.6,0.14,0.32,0.0,0.0,0.0,0.0,4.336071729524715,3.0174393239408914,-1.0326076128483317,-270.15977685857473,-0.45717241945865084,59.663927870084606,61.18022666248493,59.663927870084606,5501.210876459291,100.0,IT
1995-01-01,4.264048978916257,5.892706552333848,4.264048978916257,2.4598788509114566,5.220040821337779,,,,-1.7898836522648267,0.0,,,,0.0,0.6,0.14,0.32,0.0,0.0,0.0,0.0,4.321667179403024,3.042942128681375,-0.5211757512434163,-270.3279432913238,-0.05761820048676647,60.44765092799416,62.08819100725824,60.44765092799416,5501.210876459291,100.0,IT
1995-04-01,5.196676837724734,7.3764072428019745,5.196676837724734,2.9702807846432755,3.9377971504070963,,,,-1.5463423287071638,0.0,,,,0.0,0.6,0.14,0.32,0.0,0.0,0.0,0.0,4.496669111067366,3.809662877050073,0.571982633431622,-271.1875958144224,0.7000077266573683,61.04566614553647,63.2437828585461,61.04566614553647,5501.210876459291,100.0,IT
1995-07-01,5.494289660788443,4.258124469457414,5.494289660788443,3.0046117007660467,1.8153356556850575,,,,-1.494633960772175,0.0,,,,0.0,0.6,0.14,0.32,0.0,0.0,0.0,0.0,4.6961932210115815,4.221967208741148,1.0439248263990653,-271.7982930178656,0.7980964397768613,61.32334169780177,63.920628833061826,61.32334169780177,5638.212123481108,100.0,IT
1995-10-01,5.435127679654972,4.213272454026651,5.435127679654972,5.958396407822897,12.860412003861654,,,,-1.3094699919046473,0.0,,,,0.0,0.6,0.14,0.32,0.0,0.0,0.0,0.0,4.84398011274026,1.8620772880680647,1.099055950130257,-269.63650813040687,0.5911475669147119,63.32698734008702,64.59747480757754,63.32698734008702,5638.212123481108,100.0,IT
1996-01-01,5.054001923199181,4.368203526510683,5.054001923199181,6.115825994909785,5.849759169685331,,,,-1.0909470270594657,0.0,,,,0.0,0.6,0.14,0.32,0.0,0.0,0.0,0.0,4.8859844748320445,1.4459873333324822,0.7323347437961569,-269.2661192196132,0.16801744836713617,64.25991150216375,65.3067780276261,64.25991150216375,5638.212123481108,100.0,IT
1996-04-01,4.286231442697552,4.305325320795461,4.286231442697552,5.803252840271611,2.687504531854401,,,,-1.2494178339688187,0.0,,,,0.0,0.6,0.14,0.32,0.0,0.0,0.0,0.0,4.766033868405146,1.765139396286429,-0.21043766836981348,-269.6705744168484,-0.4798024257075939,64.69311216692894,66.01349180854481,64.69311216692894,5638.212123481108,100.0,IT
1996-07-01,3.4647138106623565,0.9720539413166307,3.4647138106623565,6.757838651747861,5.633678901590056,,,,-0.9157949956631874,0.0,,,,0.0,0.6,0.14,0.32,0.0,0.0,0.0,0.0,4.505769856856588,0.46238442133261515,-1.231479410349225,-268.5051681767801,-1.0410560461942318,65.6107093614208,66.17410857693544,65.6107093614208,5993.7980471219835,100.0,IT
1996-10-01,2.943955658351438,2.1302398447829773,2.943955658351438,4.616333139254691,4.294389953888977,,,,-0.8857689417169823,0.0,,,,0.0,0.6,0.14,0.32,0.0,0.0,0.0,0.0,4.193407017155558,-0.09855446376366217,-1.9000244543888218,-267.96413064950355,-1.2494513588041203,66.31889904038023,66.52746546739479,66.31889904038023,5993.7980471219835,100.0,IT
1997-01-01,2.381643554656776,2.118955111732035,2.381643554656776,4.748948087880911,6.38021896419021,,-2.9119913410089016,-3.2927335527544788,-0.8223837917062742,0.0,,,,0.0,0.6,0.14,0.32,0.0,0.0,0.0,0.0,3.8310543246558018,-1.1348723619589691,-2.5043409201752684,-266.898814686389,-1.4494107699990257,67.38520324428643,66.88082235785416,67.38520324428643,5993.7980471219835,100.0,IT
