,gp,gp_q,pi_yoy,gw,gw_q,gp_core,grpe,grpf,slack,dmw,minwage,transfer_share,h,h_disc,cov_automatic,cov_public,lambda,wedge,scheme,populist,election,pistar,catchup,catchup_bb,real_wage,pigap,lvl_wage,lvl_price,lvl_minwage,lvl_benefit,lvl_handout,country
1963-04-01,0.7907892865030242,0.45556655276435265,0.7907892865030242,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,1.2315348849590673,,-0.2774548892020712,,-0.4407455984560431,,13.79880178565157,,100.0,100.0,BE
1963-07-01,2.018961195891089,2.8253448901924827,2.018961195891089,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,1.3890201471454717,,0.9438358225967445,,0.6299410487456174,,13.896612751424074,,100.0,100.0,BE
1963-10-01,3.39904812769376,5.614883338441068,3.39904812769376,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,1.7910257432551293,,2.292761779199366,,1.6080223844386308,,14.093057945306308,,100.0,100.0,BE
1964-01-01,3.2469538087298577,4.092020453521528,3.2469538087298577,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,2.082211356350075,,1.9052325241567798,,1.164742452379783,,14.237970616934087,,100.0,100.0,BE
1964-04-01,3.94684571311279,3.255134170296081,3.94684571311279,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,2.455138227702618,,2.7153108281537226,,1.491707485410172,,14.354309610363327,,100.0,100.0,BE
1964-07-01,4.91459328984134,6.696335197106684,4.91459328984134,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,2.9470292401303624,,3.5255731426958685,,1.9675640497109779,,14.59663549180293,,100.0,100.0,BE
1964-10-01,4.211647233067373,2.8030991113451975,4.211647233067373,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,3.1999528387177643,,2.4206214898122433,,1.0116943943496084,,14.699284280073925,,100.0,100.0,BE
1965-01-01,4.023178011726625,3.338143568158536,4.023178011726625,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,3.3645978733195365,,1.9409666553765499,,0.6585801384070882,,14.822468376082291,,100.0,100.0,BE
1965-04-01,4.375740208454149,4.665382957206177,4.375740208454149,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,3.566826340346459,,1.9206019807515307,,0.8089138681076897,,14.9963617320079,,100.0,100.0,BE
1965-07-01,3.7032215244790834,4.006260461206423,3.7032215244790834,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,3.594105377172984,,0.756192284348721,,0.10911614730609953,,15.147314744154821,,100.0,100.0,BE
1965-10-01,3.8440135193978264,3.3662670910201697,3.8440135193978264,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,3.644087005617952,,0.6440606806800622,,0.19992651377987425,,15.275327412523056,,100.0,100.0,BE
1966-01-01,4.295079874060814,5.142408986810487,4.295079874060814,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,3.7742855793065244,,0.9304820007412777,,0.5207942947542898,,15.472975124425947,,100.0,100.0,BE
1966-04-01,4.9819908654474165,7.413026922752586,4.9819908654474165,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,4.015826636534703,,1.4151645251009577,,0.9661642289127137,,15.762402711720817,,100.0,100.0,BE
1966-07-01,3.6222772026178074,-1.4325941901120132,3.6222772026178074,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,3.9371167497513238,,0.02817182544482355,,-0.31483954713351636,,15.706050867245114,,100.0,100.0,BE
1966-10-01,3.470347692024589,2.7585490486472963,3.470347692024589,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,3.843762938205977,,-0.17373931359336314,,-0.37341524618138777,,15.814739996035254,,100.0,100.0,BE
1967-01-01,2.7951583826460347,2.4416517492962697,2.7951583826460347,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,3.6340420270939884,,-0.9791271966604898,,-0.8388836444479537,,15.911570447113993,,100.0,100.0,BE
1967-04-01,1.8108907486788617,3.475956386883894,1.8108907486788617,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,3.269411771410963,,-2.204935887855841,,-1.4585210227321013,,16.050442778222624,,100.0,100.0,BE
1967-07-01,2.9531481272782933,3.1364353242857135,2.9531481272782933,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,3.206159042584429,,-0.9839686224730304,,-0.2530109153061355,,16.176790421639183,,100.0,100.0,BE
1967-10-01,3.2110232899498214,3.7900496993334087,3.2110232899498214,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,3.2071318920575074,,-0.6327396482561554,,0.0038913978923140746,,16.330795979530848,,100.0,100.0,BE
1968-01-01,3.0535145917854223,1.811616956638673,3.0535145917854223,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,3.1764084320030905,,-0.5805274353085661,,-0.12289384021766825,,16.404926590435032,,100.0,100.0,BE
1968-04-01,2.667097699976484,1.9302888196481405,2.667097699976484,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,3.074546285597769,,-0.602314071434479,,-0.4074485856212853,,16.484283529659766,,100.0,100.0,BE
1968-07-01,2.5427390410031503,2.639000688392379,2.5427390410031503,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,2.9681848366788453,,-0.6634200015812786,,-0.42544579567569496,,16.59339816482645,,100.0,100.0,BE
1968-10-01,2.4067625115554048,3.2461435815424267,2.4067625115554048,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,2.8559003716541573,,-0.8003693805021026,,-0.44913786009875256,,16.728607441041387,,100.0,100.0,BE
1969-01-01,3.098858587315023,4.580001259677147,3.098858587315023,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,2.9044920147863307,,-0.07754984468806736,,0.1943665725286925,,16.92125082795062,,100.0,100.0,BE
1969-04-01,3.672030418479233,4.22297614430498,3.672030418479233,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,3.057999695524911,,0.5974841328814637,,0.6140307229543218,,17.100842269266415,,100.0,100.0,BE
1969-07-01,3.8483330512402603,3.344211219436488,3.8483330512402603,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,3.216066366667981,,0.880148214561415,,0.6322666845722793,,17.244413670794227,,100.0,100.0,BE
1969-10-01,4.108792969169306,4.287983253258609,4.108792969169306,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,3.394611687168246,,1.2528925975151486,,0.7141812820010598,,17.43026745595606,,100.0,100.0,BE
1970-01-01,4.193251489340266,4.917835340360988,4.193251489340266,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,3.5543396476026503,,1.2887594745539355,,0.6389118417376158,,17.64588818719846,,100.0,100.0,BE
1970-04-01,4.021130737263734,3.5344931359988507,4.021130737263734,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,3.647697865534867,,0.9631310417388228,,0.3734328717288671,,17.802502284181088,,100.0,100.0,BE
1970-07-01,3.863135102938209,2.7122286821343877,3.863135102938209,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,3.6907853130155353,,0.6470687362702279,,0.17234978992267358,,17.9236235992771,,100.0,100.0,BE
1970-10-01,3.2705678602829913,1.9177142826377391,3.2705678602829913,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,3.6067418224690266,,-0.12404382688525484,,-0.33617396218603535,,18.009760890110613,,100.0,100.0,BE
1971-01-01,3.4315207032040718,5.5616467120453095,3.4315207032040718,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,3.5716975986160358,,-0.12281894439857854,,-0.140176895411964,,18.26191966890374,,100.0,100.0,BE
1971-04-01,3.840269181632028,5.169487049710675,3.840269181632028,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,3.6254119152192343,,0.19257131609716094,,0.21485726641279346,,18.49946322867658,,100.0,100.0,BE
1971-07-01,4.47708774372142,5.259502930491955,4.47708774372142,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,3.7957470809196714,,0.7863024307058843,,0.6813406628017482,,18.744314397959563,,100.0,100.0,BE
1971-10-01,5.229442536688156,4.927133454504684,5.229442536688156,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,4.082486172073368,,1.6227007142191292,,1.1469563646147876,,18.976631629411855,,100.0,100.0,BE
1972-01-01,5.1054134827851705,5.065530496433368,5.1054134827851705,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,4.287071634215729,,1.5337158841691347,,0.8183418485694416,,19.218476503643192,,100.0,100.0,BE
1972-04-01,4.866796085010261,4.215017458611037,4.866796085010261,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,4.403016524374635,,1.2413841697910266,,0.46377956063562564,,19.422062804540403,,100.0,100.0,BE
1972-07-01,5.3320421422945685,7.120487159629185,5.3320421422945685,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,4.588821647958622,,1.5362950613748971,,0.7432204943359464,,19.770894782055727,,100.0,100.0,BE
1972-10-01,5.895486292733043,7.180910056258583,5.895486292733043,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,4.850154576913506,,1.8130001206596749,,1.045331715819537,,20.129032399023206,,100.0,100.0,BE
1973-01-01,6.677032254801674,8.19171434470789,6.677032254801674,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,5.215530112491139,,2.3899606205859447,,1.4615021423105343,,20.54551064026979,,100.0,100.0,BE
1973-04-01,6.958698420843534,5.341682122778479,6.958698420843534,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,5.564163774161618,,2.555681896468899,,1.3945346466819162,,20.82171977947606,,100.0,100.0,BE
1973-07-01,6.54347562343891,5.459595970010689,6.54347562343891,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,5.760026144017076,,1.954653975480288,,0.7834494794218338,,21.10786356756067,,100.0,100.0,BE
1973-10-01,6.719447621272323,7.884798047592234,6.719447621272323,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,5.951910439468126,,1.869293044358817,,0.7675371818041974,,21.528069614671292,,100.0,100.0,BE
1974-01-01,8.103468843380979,13.727799233142512,8.103468843380979,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,6.382222120250696,,2.8879387308898394,,1.7212467231302826,,22.279726628829426,,100.0,100.0,BE
1974-04-01,10.888677917138345,16.482518417807945,10.888677917138345,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,7.283513279628226,,5.324514142976727,,3.6051646375101196,,23.216969174129403,,100.0,100.0,BE
1974-07-01,13.6610266609686,16.54899094533171,13.6610266609686,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,8.559015955896301,,7.901000516951524,,5.102010705072299,,24.197659620529578,,100.0,100.0,BE
1974-10-01,14.786206814676284,12.385518662422967,14.786206814676284,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,9.804454127652297,,8.834296375208158,,4.981752687023986,,24.958631524278495,,100.0,100.0,BE
1975-01-01,14.210282982366085,11.424103903901717,14.210282982366085,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,10.685619898595055,,7.828060862115389,,3.5246630837710295,,25.681733360515345,,100.0,100.0,BE
1975-04-01,12.685231148161646,10.382311080990192,12.685231148161646,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,11.085542148508374,,5.401717868533421,,1.5996889996532726,,26.357048980639007,,100.0,100.0,BE
1975-07-01,10.813476445553372,9.06197213489861,10.813476445553372,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,11.031129007917373,,2.2544604896570704,,-0.21765256236400177,,26.96098128102876,,100.0,100.0,BE
1975-10-01,10.560902175982623,11.375221584139972,10.560902175982623,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,10.937083641530423,,0.7564480483303253,,-0.3761814655478002,,27.738705185819295,,100.0,100.0,BE
1976-01-01,9.690968670895383,7.94436988355276,9.690968670895383,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,10.687860647403415,,-0.9946512276996717,,-0.9968919765080315,,28.295128774254476,,100.0,100.0,BE
1976-04-01,9.054698664507965,7.837231055440519,9.054698664507965,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,10.361228250824325,,-2.0308434840004086,,-1.3065295863163602,,28.854984164117838,,100.0,100.0,BE
1976-07-01,8.629977658064591,7.3630881091251155,8.629977658064591,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,10.014978132272379,,-2.401151349852782,,-1.3850004742077875,,29.39105744758806,,100.0,100.0,BE
1976-10-01,7.426004858017166,6.559330383950268,7.426004858017166,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,9.497183477421336,,-3.5110787835132573,,-2.0711786194041704,,29.876994979735507,,100.0,100.0,BE
1977-01-01,7.42196778820956,7.928221604322339,7.42196778820956,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,9.08214033957898,,-3.2658928591938547,,-1.6601725513694205,,30.475081192517138,,100.0,100.0,BE
1977-04-01,7.069326337147874,6.426665251193775,7.069326337147874,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,8.67957753909276,,-3.291901913676451,,-1.6102512019448856,,30.96866858930369,,100.0,100.0,BE
1977-07-01,6.723368357332982,5.979256189865545,6.723368357332982,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,8.288335702740804,,-3.2916097749393973,,-1.5649673454078226,,31.435069828684778,,100.0,100.0,BE
1977-10-01,6.238933755988185,4.621591978571082,6.238933755988185,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,7.878455313390281,,-3.2582497214331507,,-1.6395215574020954,,31.80037630308309,,100.0,100.0,BE
1978-01-01,5.4888495023330375,4.927884589701748,5.4888495023330375,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,7.400534151178832,,-3.5932908372459433,,-1.9116846488457941,,32.194570960393044,,100.0,100.0,BE
1978-04-01,4.353396301436208,1.8848524476064554,4.353396301436208,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,6.791106581230307,,-4.326181237656552,,-2.437710279794099,,32.346633989174414,,100.0,100.0,BE
1978-07-01,3.90627047470411,4.190752882937154,3.90627047470411,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,6.214139359925067,,-4.382065228036694,,-2.307868885220957,,32.68730734442651,,100.0,100.0,BE
1978-10-01,3.7773908062978645,4.106073304946101,3.7773908062978645,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,5.726789649199627,,-4.101064507092416,,-1.9493988429017621,,33.02457664866628,,100.0,100.0,BE
1979-01-01,3.770127300642878,4.898830567081802,3.770127300642878,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,5.335457179488277,,-3.6304068505359535,,-1.5653298788453984,,33.4315179969952,,100.0,100.0,BE
1979-04-01,4.0407264739179105,2.967249140706585,4.0407264739179105,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,5.076511038374203,,-2.750380107312396,,-1.0357845644562929,,33.68043922727117,,100.0,100.0,BE
1979-07-01,4.639118316211377,6.58432025211102,4.639118316211377,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,4.989032493941638,,-1.57502104371369,,-0.3499141777302608,,34.23943435424283,,100.0,100.0,BE
1979-10-01,5.0145576108094225,5.607830483338283,5.0145576108094225,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,4.9941375173151945,,-0.7122320383902041,,0.02042009349422802,,34.72283734840829,,100.0,100.0,BE
1980-01-01,6.128734939051839,9.355539880051467,6.128734939051839,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,5.2210570016625235,,0.7932777595635621,,0.9076779373893151,,35.54453641220038,,100.0,100.0,BE
1980-04-01,6.160016682293978,3.0923761136751438,6.160016682293978,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,5.4088489377888145,,1.083505643919775,,0.7511677445051639,,35.82039404613907,,100.0,100.0,BE
1980-07-01,6.316761547010197,7.211299710975894,6.316761547010197,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,5.590431459633091,,1.327729053068559,,0.7263300873771055,,36.47202931139441,,100.0,100.0,BE
1980-10-01,7.117751488512969,8.811790249349372,7.117751488512969,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,5.895895465409067,,2.1236139711977744,,1.2218560231039017,,37.2844042354571,,100.0,100.0,BE
1981-01-01,6.974237898193758,8.781485518774623,6.974237898193758,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,6.111563951966005,,1.7531808965312345,,0.8626739462277531,,38.11198638741179,,100.0,100.0,BE
1981-04-01,7.001518968734022,3.2015003958361987,7.001518968734022,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,6.289554955319608,,1.5926700309452073,,0.7119640134144136,,38.418249226995854,,100.0,100.0,BE
1981-07-01,7.78276703893912,10.336291991796287,7.78276703893912,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,6.588197372043511,,2.192335579306029,,1.1945696668956094,,39.42394279808708,,100.0,100.0,BE
1981-10-01,7.619489150291292,8.15867869475806,7.619489150291292,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,6.794455727693067,,1.7235936848822249,,0.8250334225982252,,40.236317722149764,,100.0,100.0,BE
1982-01-01,7.343594401822839,7.677906524900813,7.343594401822839,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,6.904283462519022,,1.2320304498568344,,0.4393109393038177,,41.01610440785265,,100.0,100.0,BE
1982-04-01,8.851807222693786,9.234351679319985,8.851807222693786,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,7.293788214553975,,2.562252267374178,,1.5580190081398113,,41.974011762830685,,100.0,100.0,BE
1982-07-01,8.696081240553477,9.713388063235051,8.696081240553477,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,7.574246819753875,,2.1078838685099663,,1.121834420799602,,43.005762974415674,,100.0,100.0,BE
1982-10-01,8.542643067096467,7.544926000930019,8.542643067096467,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,7.767926069222393,,1.7481873394034002,,0.7747169978740738,,43.82464999606716,,100.0,100.0,BE
1983-01-01,8.323542225989922,6.801503160474631,8.323542225989922,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,7.879049300575899,,1.4192587634709,,0.4444929254140231,,44.57620525870047,,100.0,100.0,BE
1983-04-01,7.326840557131753,5.247545003887311,7.326840557131753,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,7.76860755188707,,0.033052342577778226,,-0.44176699475531667,,45.16484707995063,,100.0,100.0,BE
1983-07-01,7.312264813150371,9.655085087309523,7.312264813150371,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,7.67733900413973,,-0.2619820066035041,,-0.36507419098935934,,46.26828686584402,,100.0,100.0,BE
1983-10-01,6.616049068365326,4.76006302178984,6.616049068365326,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,7.46508101698485,,-1.1518770008570671,,-0.8490319486195235,,46.82217591629719,,100.0,100.0,BE
1984-01-01,6.772509112843927,7.427343338389036,6.772509112843927,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,7.326566636156665,,-1.1065401877319712,,-0.5540575233127374,,47.69970881680225,,100.0,100.0,BE
1984-04-01,6.88934525632372,5.714889577806481,6.88934525632372,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,7.239122360190076,,-0.8792622955633496,,-0.34977710386635597,,48.386096852854585,,100.0,100.0,BE
1984-07-01,5.635986539823401,4.641650221308247,5.635986539823401,,,,,,,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,6.918495196116741,,-2.041352464316329,,-1.2825086562933397,,48.95084556604816,,100.0,100.0,BE
1984-10-01,5.338327759489214,3.5694279004530927,5.338327759489214,,,,,,0.016683223509705414,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,6.602461708791235,,-2.1267532574956354,,-1.2641339493020212,,49.38961664137,,100.0,100.0,BE
1985-01-01,5.234017082720177,7.010100631312888,5.234017082720177,,,,,,0.2224696759565994,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,6.3287727835770236,,-2.0925495534364877,,-1.0947557008568465,,50.262811226862055,,100.0,100.0,BE
1985-04-01,5.148870238623804,5.3743022014209885,5.148870238623804,,,,,,0.5906461778547545,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,6.09279227458638,,-2.090252121566272,,-0.9439220359625757,,50.94268716532561,,100.0,100.0,BE
1985-07-01,4.647177611950548,2.6348797146152236,4.647177611950548,,,,,,0.7189680744014684,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,5.803669342059213,,-2.2713175841661926,,-1.156491730108665,,51.27936446069367,,100.0,100.0,BE
1985-10-01,4.004417248500269,0.9983864466519776,4.004417248500269,,,,,,0.6284654054263754,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,5.443818923347425,,-2.598044460290966,,-1.4394016748471552,,51.407515881141215,,100.0,100.0,BE
1986-01-01,2.4671533577233618,0.8610450682052573,2.4671533577233618,,,,,,0.4261072169902942,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,4.848485810222612,,-3.861619425853662,,-2.38133245249925,,51.51829554125957,,100.0,100.0,BE
1986-04-01,1.2541873258698821,0.52243807400707,1.2541873258698821,,,,,,0.3956709872052713,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,4.1296261133520655,,-4.8386049487164975,,-2.8754387874821834,,51.585627300277736,,100.0,100.0,BE
1986-07-01,0.7805833804306772,0.740463932858404,0.7805833804306772,,,,,,0.5250188914993537,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,3.459817566767788,,-5.023085961628536,,-2.6792341863371107,,51.68120898264273,,100.0,100.0,BE
1986-10-01,0.6569840851875952,0.5039892656796496,0.6569840851875952,,,,,,0.367065079529878,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,2.8992508704517492,,-4.786834838159829,,-2.242266785264154,,51.74636695908509,,100.0,100.0,BE
1987-01-01,1.0485351469914583,2.4272493154207098,1.0485351469914583,,,,,,0.3768861529265788,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,2.5291077257596912,,-3.7999506632311535,,-1.480572578768233,,52.061324928972354,,100.0,100.0,BE
1987-04-01,1.5832604014721419,2.661339091929804,1.5832604014721419,,,,,,0.45049291821503523,0.0,,,,,0.96,0.18,1.0,0.0,0.0,0.0,0.0,2.3399382609021813,,-2.5463657118799237,,-0.7566778594300394,,52.408861887080825,,100.0,100.0,BE
