,gp,gp_q,pi_yoy,gw,gw_q,gp_core,grpe,slack,slack_vu,gpty,dmw,minwage,transfer_share,h,h_disc,cov_automatic,cov_benchmark,cov_minwage,cov_public,lambda,wedge,scheme,populist,election,pistar,catchup,catchup_bb,real_wage,pigap,lvl_wage,lvl_price,lvl_minwage,lvl_benefit,lvl_handout,country
1980-04-01,19.51424086170497,22.610184946477396,19.51424086170497,16.28828457804934,21.050964964196694,19.727369359820514,,-0.8299999999999992,,1.251959408948733,0.0,,,,,0.0,0.3472597864768683,0.0,0.0,0.10417793594306048,0.0,0.0,0.0,0.0,14.521473069353666,2.3534226999246357,9.093707711342518,91.91522103400685,4.992767792351303,14.311527575322087,28.56758945569761,,462.6753688173304,100.0,UK
1980-07-01,15.150932459781652,8.469902374292992,15.150932459781652,19.172889843170182,14.775178319562343,15.402627269360725,,-1.5100000000000007,,0.6848905297918484,0.0,,,,,0.0,0.34451957295373664,0.0,0.0,0.10335587188612098,0.0,0.0,0.0,0.0,14.647364947439263,0.6512913166691163,3.8499138992668342,93.49154002032424,0.5035675123423893,14.850050745817017,29.17895106365162,,462.6753688173304,100.0,UK
1980-10-01,14.219308410652332,7.370310470032315,14.219308410652332,13.972393101487235,8.918913145741314,14.583159807978596,,-2.26,,0.09623727926140191,0.0,,,,,0.0,0.34174924719408706,0.0,0.0,0.10252477415822611,0.0,0.0,0.0,0.0,14.561753640081877,0.3792882955804089,1.994199681737829,93.87869068925153,-0.34244522942954525,15.184885609339265,29.72157970976466,,462.6753688173304,100.0,UK
1981-01-01,11.958289483105,9.382760141617297,11.958289483105,14.140760030121147,11.817983690984235,11.373023838003515,,-2.946666666666667,,-0.20712263229957228,0.0,,,,,0.0,0.3389789214344374,0.0,0.0,0.10169367643033123,0.0,0.0,0.0,0.0,14.0410608086865,-0.07662432198479507,-1.3149916381608406,94.48749657659324,-2.0827713255815006,15.640215668395102,30.426996949711608,,462.6753688173304,100.0,UK
1981-04-01,11.065230176118623,19.03794771853189,11.065230176118623,11.084882570472221,8.827455125600991,10.49990503082232,,-3.4383333333333335,,-0.6126570691634137,0.0,,,,,0.0,0.33626882014782367,0.0,0.0,0.1008806460443471,0.0,0.0,0.0,0.0,13.445894682172925,2.614884602198373,-3.456242893235043,91.9348734283605,-2.380664506054302,15.989210681599943,31.91018191575391,,536.0844110396341,100.0,UK
1981-07-01,10.667381110261553,6.878506110864713,10.667381110261553,11.902052506238281,18.043858062626583,9.86961448542747,,-3.5500000000000007,,-0.38065077379649814,0.0,,,,,0.0,0.333528606624692,0.0,0.0,0.10005858198740761,0.0,0.0,0.0,0.0,12.890191967790651,-0.4053458565587533,-3.979983837177709,94.72621141630096,-2.2228108575290975,16.726993764210956,32.46366313478921,,536.0844110396341,100.0,UK
1981-10-01,11.246762475777894,9.687835932097677,11.246762475777894,12.524614665031208,11.409161780913024,10.45959707881643,,-3.615,,-0.0967214822922835,0.0,,,,,0.0,0.3307582808650424,0.0,0.0,0.09922748425951271,0.0,0.0,0.0,0.0,12.5615060693881,-0.7842365699717817,-3.314991164303983,95.15654287850478,-1.3147435936102063,17.2109655383877,33.25951848242165,,536.0844110396341,100.0,UK
1982-01-01,10.551506322014603,6.601735526564134,10.551506322014603,11.444586666741507,7.497871697825431,10.185449128467061,,-3.6016666666666657,,0.24266899443686207,0.0,,,,,0.0,0.3279879551053928,0.0,0.0,0.09839638653161784,0.0,0.0,0.0,0.0,12.1595061199134,-0.9481109197216142,-3.4895544866718975,95.38057692132014,-1.6079997978987972,17.53662219644103,33.81299970145695,,536.0844110396341,100.0,UK
1982-04-01,8.940807937015016,12.59515417853354,8.940807937015016,12.045681391190666,11.231834023397624,8.392138380438086,,-3.4833333333333325,,1.383051155725612,0.0,,,,,0.0,0.32527785381877905,0.0,0.0,0.09758335614563371,0.0,0.0,0.0,0.0,11.515766483333724,-0.47947653422080805,-4.505086745157909,95.03974688253616,-2.574958546318708,18.036021926892378,34.894639469375605,,597.1924786192815,100.0,UK
1982-07-01,7.676291834888316,1.8204417023579111,7.676291834888316,8.804567089022797,5.079400853955107,7.668350497338183,,-3.46,,1.9800121980933116,0.0,,,,,0.0,0.3225376402956474,0.0,0.0,0.09676129208869422,0.0,0.0,0.0,0.0,10.747871553644643,-1.1662578451167178,-5.213900132902335,95.85448667043549,-3.071579718756327,18.26651273660601,35.05381053890209,,597.1924786192815,100.0,UK
1982-10-01,5.984375680879195,2.920171316061193,5.984375680879195,8.033520087613244,8.324973775274813,5.448769890186256,,-3.49,,2.7956060042811592,0.0,,,,,0.0,0.31976731453599777,0.0,0.0,0.09593019436079933,0.0,0.0,0.0,0.0,9.795172379091554,-2.2564511391662165,-6.577130388508905,97.20568728523882,-3.810796698212359,18.650667062200544,35.31065476472893,,597.1924786192815,100.0,UK
1983-01-01,4.844876898080708,2.043740395370186,4.844876898080708,7.894679808672844,6.942510582063832,4.3016036456515305,,-3.373333333333332,,3.637586890556582,0.0,,,,,0.0,0.3169969887763482,0.0,0.0,0.09509909663290446,0.0,0.0,0.0,0.0,8.805113282889385,-3.080077744719688,-7.314629221832693,98.4303798319122,-3.9602363848086775,18.97719868536667,35.49153098009994,,597.1924786192815,100.0,UK
1983-04-01,3.714116679056634,8.072113302437245,3.714116679056634,8.176165700221016,12.357777589590313,3.5700642419159934,,-3.215,,4.073339178051039,0.0,,,,,0.0,0.31428688748973443,0.0,0.0,0.09428606624692033,0.0,0.0,0.0,0.0,7.786913962122835,-3.646271284587627,-7.8016498042770905,99.50179590370048,-4.072797283066201,19.572639229270507,36.21503584158399,,640.6426955022125,100.0,UK
1983-07-01,4.5393572260362,5.121403890276177,4.5393572260362,8.560858673348992,6.61817274646701,4.3879245125170385,,-3.046666666666665,,4.314177180891004,0.0,,,,,0.0,0.3115466739666028,0.0,0.0,0.09346400218998084,0.0,0.0,0.0,0.0,7.137402614905508,-3.4447971598515323,-6.208514327608443,99.8759881177482,-2.5980453888693074,19.899170852436637,36.681696477241196,,640.6426955022125,100.0,UK
1983-10-01,4.9273019168680765,4.471950079388698,4.9273019168680765,9.42800800154533,11.793571088060162,5.026240810651661,,-2.865,,4.346920933784476,0.0,,,,,0.0,0.30877634820695316,0.0,0.0,0.09263290446208594,0.0,0.0,0.0,0.0,6.695382475298022,-4.590056858975572,-4.867870462223477,101.7063933699161,-1.7680805584299453,20.49461139634047,37.09409424828711,,640.6426955022125,100.0,UK
1984-01-01,5.028881493698556,2.450058702692104,5.028881493698556,9.088391906185844,5.584046200625892,5.115381958902354,,-2.706666666666667,,4.117392132159364,0.0,,,,,0.0,0.30600602244730357,0.0,0.0,0.09180180673419107,0.0,0.0,0.0,0.0,6.362082278978129,-4.555049990307708,-3.7762317891908292,102.48989024439953,-1.3332007852795726,20.78272490848251,37.32199827965458,,640.6426955022125,100.0,UK
1984-04-01,5.01638984942403,8.022146725339141,5.01638984942403,7.739689800097427,6.962969165236643,4.860982735747177,,-2.4116666666666653,,3.5419256156460133,0.0,,,,,0.0,0.3032658089241719,0.0,0.0,0.09097974267725156,0.0,0.0,0.0,0.0,6.092943793067309,-3.720308327064245,-2.770524112698805,102.22509585437389,-1.0765539436432787,21.147665714457286,38.078060859905406,,673.5775630938407,100.0,UK
1984-07-01,4.60626759984426,3.4809148919570987,4.60626759984426,8.596501098066067,10.045417938341572,4.964946386464497,,-1.9600000000000009,,3.0867489979489293,0.0,,,,,0.0,0.30052559540104024,0.0,0.0,0.09015767862031207,0.0,0.0,0.0,0.0,5.795608554422699,-4.81759321118129,-2.5311350150612473,103.86622161597003,-1.189340954578439,21.685483555932716,38.41087309618807,,673.5775630938407,100.0,UK
1984-10-01,4.723788121216277,4.942032164876764,4.723788121216277,8.011481978780033,9.453494610916024,5.413330172574948,,-1.5533333333333328,,2.637945060636515,0.0,,,,,0.0,0.29775526964139065,0.0,0.0,0.0893265808924172,0.0,0.0,0.0,0.0,5.581244467781415,-4.968627648244478,-1.9715943540817449,104.99408722747978,-0.8574563465651384,22.204096806003825,38.888386304767536,,673.5775630938407,100.0,UK
1985-01-01,5.368453989376931,5.028722175334721,5.368453989376931,8.500676257827866,7.5408233168172245,6.090617947606347,,-1.1050000000000004,,2.096862323385884,0.0,,,,,0.0,0.294984943881741,0.0,0.0,0.0884954831645223,0.0,0.0,0.0,0.0,5.538686372100519,-4.41929227625883,-0.9936282896011974,105.62211251285049,-0.17023238272358743,22.626660314407008,39.38036961057669,,673.5775630938407,100.0,UK
1985-04-01,6.731942188940643,13.476099523593987,6.731942188940643,9.522792721640716,11.051435020488043,7.581576304173021,,-0.7516666666666669,,1.9719057990368882,0.0,,,,,0.0,0.29227484259512726,0.0,0.0,0.08768245277853817,0.0,0.0,0.0,0.0,5.7773375354685435,-2.64958958529607,0.6389983958733341,105.01594638707392,0.9546046534720993,23.26051896933493,40.72970617724444,,705.3220137845667,100.0,UK
1985-07-01,6.127812611793049,1.0643965833667224,6.127812611793049,8.486865094109053,5.90170742821492,6.826362619049453,,-0.4750000000000032,,1.8043309222608217,0.0,,,,,0.0,0.2895346290719956,0.0,0.0,0.08686038872159868,0.0,0.0,0.0,0.0,5.847432550733444,-3.1291368681927736,0.3322040573703493,106.22527409828606,0.28038006105960456,23.606255183905375,40.83823190646705,,705.3220137845667,100.0,UK
1985-10-01,5.378321521610019,1.9440678041446446,5.378321521610019,8.137264246055498,8.055091218701804,6.028885521780225,,-0.31000000000000405,,1.6595318547827143,0.0,,,,,0.0,0.286764303312346,0.0,0.0,0.0860292909937038,0.0,0.0,0.0,0.0,5.7536103449087594,-3.696529422519774,-0.2029229461713964,107.75302995192528,-0.3752888232987406,24.086450322952405,41.03719574337517,,705.3220137845667,100.0,UK
1986-01-01,4.823884558522007,2.8109743229826734,4.823884558522007,7.362267991829796,4.440838299914418,5.686753206080697,,-0.18833333333333435,,1.762011134606034,0.0,,,,,0.0,0.2839939775526964,0.0,0.0,0.08519819326580892,0.0,0.0,0.0,0.0,5.567665187631409,-3.0152961378271073,-0.7148018135785117,108.16049594615822,-0.743780629109402,24.355350315474684,41.326597687968786,,705.3220137845667,100.0,UK
1986-04-01,2.7334159073207243,5.114224918788857,2.7334159073207243,7.39898808981625,11.198315412433857,3.9869286176460683,,-0.13333333333333286,,2.0921228807092462,0.0,,,,,0.0,0.28128387626608264,0.0,0.0,0.0843851628798248,0.0,0.0,0.0,0.0,5.000815331569272,-3.478900116750239,-3.043921628147819,109.68151856956952,-2.2673994242485476,25.046831672831015,41.858373761159555,,746.9866053161444,100.0,UK
1986-07-01,2.5796035363950587,0.4491470996640601,2.5796035363950587,7.143068882785286,4.878030600091066,3.6288049099639785,,-0.09333333333333194,,2.5900428396258612,0.0,,,,,0.0,0.278543662742951,0.0,0.0,0.0835630988228853,0.0,0.0,0.0,0.0,4.516572972534429,-3.4632754405317314,-3.2678290143383855,110.78873944467624,-1.9369694361393703,25.35414977637738,41.90540157715603,,746.9866053161444,100.0,UK
1986-10-01,3.3545940733811452,5.044029952088991,3.3545940733811452,7.524651018667949,9.581419762232457,4.43860009913446,,0.0600000000000005,,3.137777422528021,0.0,,,,,0.0,0.27577333698330136,0.0,0.0,0.0827320010949904,0.0,0.0,0.0,0.0,4.284177192703773,-3.3981320450990893,-2.399016271527614,111.92308689721212,-0.9295831193226274,25.968803839900986,42.43717765034679,,746.9866053161444,100.0,UK
1987-01-01,3.8718944323476556,4.880175758848715,3.8718944323476556,7.663967422489559,4.998103915200858,4.732371929227419,,0.26000000000000156,,3.4848143893030925,0.0,,0.024680862733268433,,,0.0,0.2730030112236518,0.0,0.0,0.08190090336709553,0.0,0.0,0.0,0.0,4.20172064063255,-2.2982392598419352,-1.6957707552837533,111.95256893630017,-0.32982620828489395,26.295326534851668,42.958101150615306,,746.9866053161444,100.0,UK
1987-04-01,4.106049342999363,6.050844561395685,4.106049342999363,7.38889284215869,10.098017091110378,4.558699054642945,,0.6349999999999998,,3.4835640315097227,0.0,,0.023079882036158482,,,0.0,0.27029290993703803,0.0,0.0,0.0810878729811114,0.0,0.0,0.0,0.0,4.182586381105912,-2.3921111500261247,-0.8947659885699091,112.96436206872889,-0.0765370381065491,26.967603300803678,43.612873050258365,,769.4061236164697,100.0,UK
1987-07-01,4.225742788106501,0.9279208800926142,4.225742788106501,8.144037718723762,7.898610106351356,4.848374202226147,,1.1383333333333336,,3.6339260075621493,0.0,,0.022811664364378318,,,0.0,0.26755269641390633,0.0,0.0,0.0802658089241719,0.0,0.0,0.0,0.0,4.19121766250603,-3.3736121781911947,-0.29083018442792774,114.70703437529357,0.03452512560047172,27.505412214063668,43.71416373086614,,769.4061236164697,100.0,UK
1987-10-01,4.026604766536801,4.24747786581019,4.026604766536801,8.027017520069801,9.113338967616613,4.599976532579442,,1.5683333333333334,,3.677753882384427,0.0,,0.022867015600386197,,,0.0,0.26478237065425675,0.0,0.0,0.07943471119627703,0.0,0.0,0.0,0.0,4.158295083312184,-3.749060396733597,-0.2575724261669716,115.92349965074513,-0.13169031677538268,28.139270868991595,44.18082436652334,,769.4061236164697,100.0,UK
1988-01-01,4.174681689087345,5.472483449050891,4.174681689087345,8.066062932660412,5.154285565563299,5.06171824508308,,1.9649999999999999,,3.729102874804857,0.0,,0.02340420290212116,-0.0012766598311472733,0.010966684060034494,0.0,0.26201204489460717,0.0,0.0,0.07860361346838214,0.0,0.0,0.0,0.0,4.161572404467216,-2.6684332141359306,-0.027038951545204526,115.84395017987322,0.01310928462012928,28.504211674966367,44.78942514601905,,769.4061236164697,100.0,UK
1988-04-01,4.565495052897983,7.614098016638238,4.565495052897983,8.724861703496423,12.733212174454422,5.276370781590023,,2.298333333333334,,3.6511449532878104,0.0,,0.020833333333333336,-0.0022465487028251463,0.006500642466670377,0.0,0.25927183137147547,0.0,0.0,0.07778154941144264,0.0,0.0,0.0,0.0,4.242356934153369,-2.9395266686116486,0.38290867179207133,117.12372871932732,0.3231381187446143,29.426183842036338,45.65016907470027,,801.5473799408297,100.0,UK
1988-07-01,5.1383481511576345,3.2193332731312196,5.1383481511576345,8.497279658180101,6.988281925086071,5.619368524661805,,2.4749999999999996,,3.3550866108714494,0.0,,0.019493847970919766,-0.0033178163934585525,0.00115505477409908,0.0,0.25653161784834383,0.0,0.0,0.07695948535450314,0.0,0.0,0.0,0.0,4.421555177554222,-2.7862966662498394,0.947130488651605,118.06596588231596,0.7167929736034129,29.94479709210744,46.01905932984937,,801.5473799408297,100.0,UK
1988-10-01,5.205683642481684,4.516819831106389,5.205683642481684,8.752302946537505,10.133432121046226,5.711123266441431,,2.66,,2.918242714527297,0.0,,0.017275732203116543,-0.005591283397269654,-0.0020089876148296475,0.0,0.25376129208869425,0.0,0.0,0.07612838762660827,0.0,0.0,0.0,0.0,4.578380870539714,-3.0596473934355686,1.0473885591695007,119.470118954801,0.6273027719419701,30.713096815081066,46.54165385797725,,801.5473799408297,100.0,UK
1989-01-01,4.888820819127648,4.205032155634747,4.888820819127648,8.397439211114754,3.7348306238722984,5.010682005417877,-4.192615586764781,2.913333333333334,,2.481601860513649,0.0,,0.015616285554935862,-0.007787917347185298,-0.003966046376785498,0.0,0.2509909663290446,0.0,0.0,0.07529728989871338,0.0,0.0,0.0,0.0,4.640468860257301,-1.6664772115652795,0.7272484146604326,119.3525685718603,0.2483519588703471,31.001210327223113,47.03350753150937,,801.5473799408297,100.0,UK
1989-04-01,5.183186986845634,8.79156268751018,5.183186986845634,8.565069188956986,13.40373208582335,4.977405306936511,-6.184004319585101,3.0150000000000015,,2.0873941057404033,0.0,,0.01373394185260311,-0.007099391480730225,-0.002841889660866432,0.0,0.24828086504243085,0.0,0.0,0.07448425951272926,0.0,0.0,0.0,0.0,4.749012485574967,-1.6341017588409272,0.9408300526922648,120.50561092143867,0.43417450127066637,32.05764141876965,48.07869658776514,,848.3704447096505,100.0,UK
1989-07-01,5.015704455772019,2.5494031488367597,5.015704455772019,8.658338212311012,7.361358018502173,4.9338760690459615,-6.28198876709245,2.9166666666666687,,1.4462402648374062,0.0,,0.015301906617564549,-0.004191941353355217,-0.00044921185723793226,0.0,0.2455406515192992,0.0,0.0,0.07366219545578977,0.0,0.0,0.0,0.0,4.8023508796143775,-1.5626826020006064,0.5941492782177971,121.70859963885496,0.21335357615764128,32.65307303445805,48.386105133722715,,848.3704447096505,100.0,UK
1989-10-01,5.3997692328825675,6.053078939548584,5.3997692328825675,7.989833248241851,7.459412264769583,5.170382286978148,-4.87067200044109,2.785,,0.9788345710444291,0.0,,0.018533390992771976,0.0012576587896554337,0.0010135437410699062,0.0,0.24277032575964957,0.0,0.0,0.07283109772789487,0.0,0.0,0.0,0.0,4.921834550268016,-0.922508260899761,0.8213883623428533,122.06018297016021,0.47793468261455185,33.26771816976622,49.1238856440209,,848.3704447096505,100.0,UK
1990-01-01,5.592308323195594,4.975188516886853,5.592308323195594,8.886837598191555,7.3228480236711135,5.426506477670845,-6.5611513817648515,2.656666666666667,,0.618544543093702,0.0,,0.022727721891736993,0.007111436336801129,0.0032163132299894127,0.0,0.24,0.0,0.0,0.072,0.0,0.0,0.0,0.0,5.055929304853532,-0.3557944010637044,0.9518394629382927,122.64709784685625,0.5363790183420623,33.88236330507438,49.738702735936066,,848.3704447096505,100.0,UK
1990-04-01,6.437866181343521,12.173794120101888,6.437866181343521,8.661173521338927,12.50107577841284,6.426958516192149,-1.110418270524427,2.4333333333333327,,0.5118611069589107,0.0,,0.02662533400530605,0.012891392152702942,0.009598613610489543,0.0,0.23852135815991238,0.0,0.0,0.07155640744797372,0.0,0.0,0.0,0.0,5.332316680151529,0.5692334988083303,1.6888536957685538,122.72891826143398,1.1055495011919918,34.957998988025246,51.27574546572394,,912.6529573583704,100.0,UK
1990-07-01,7.229111118882026,5.7143828989907774,7.229111118882026,9.15599476970197,9.340643011954342,6.830199709700668,-0.8961424154290132,2.0233333333333325,,0.3942490454465708,0.0,,0.031441306478758625,0.016139399861194077,0.012858287890085161,0.0,0.237026286966046,0.0,0.0,0.07110788608981379,0.0,0.0,0.0,0.0,5.711675567897629,0.5400090504931256,2.426760239267648,123.63548328967495,1.5174355509843966,35.783930341642716,52.01352597602213,,912.6529573583704,100.0,UK
1990-10-01,7.589432489741865,7.4943644229879425,7.589432489741865,8.9942136168907,6.812287653524507,6.951263240863437,-1.0637926424214683,1.4650000000000025,,0.23460974270599344,0.0,,0.037376021003500584,0.018842630010728605,0.011463993555691835,0.0,0.23551478641840087,0.0,0.0,0.07065443592552026,0.0,0.0,0.0,0.0,6.087226952266477,1.6448898201512634,2.6675979394738496,123.46496409730905,1.5022055374753887,36.39857547695089,52.997233323086384,,912.6529573583704,100.0,UK
1991-01-01,6.6930589873387625,1.3896945072744415,6.6930589873387625,8.161156838898886,3.990620911703857,6.490937224510329,0.6357204556967755,0.7666666666666675,,0.12726015746286068,0.0,,0.04267083892647281,0.01994311703473582,0.0074113206884430065,0.0,0.23400328587075575,0.0,0.0,0.07020098576122673,0.0,0.0,0.0,0.0,6.208393359280934,1.8168762082365646,1.6371296824852308,124.11519569841644,0.48466562805782853,36.763525211141086,53.18167845066092,,912.6529573583704,100.0,UK
1991-04-01,8.059595803343012,17.639941384118885,8.059595803343012,8.122532761975698,12.346579470720087,7.866734420554966,7.032457050744423,-0.033333333333333215,,-0.005876122078429802,0.0,,0.047023581455292764,0.020398247449986716,0.004737691175774567,0.0,0.2325246440306681,0.0,0.0,0.06975739320920044,0.0,0.0,0.0,0.0,6.578633848093349,3.9464463321002228,2.727279123191482,122.79185522006668,1.4809619552496622,37.91597925970925,55.579465109130034,,1012.0527685837061,100.0,UK
1991-07-01,7.566872585042361,3.7434900257881765,7.566872585042361,6.945807063670983,4.633740218735483,7.455506302222581,7.616211930681649,-0.6433333333333309,,0.2323839229415814,0.0,,0.04969634689734756,0.018255040418588938,0.00432982366672123,0.0,0.23102957283680176,0.0,0.0,0.06930887185104052,0.0,0.0,0.0,0.0,6.776281595483152,4.146377753861174,1.8551970171447323,123.0144177683036,0.7905909895592096,38.35776521594762,56.102059637257916,,1012.0527685837061,100.0,UK
1991-10-01,6.7289952892900295,4.142855239978616,6.7289952892900295,7.275017522119409,8.12912948731821,7.12659808482714,7.224013520740025,-1.0333333333333332,,0.6737855786325797,0.0,,0.052898946219404684,0.015522925215904098,0.006701923252032362,0.0,0.2295180722891566,0.0,0.0,0.06885542168674698,0.0,0.0,0.0,0.0,6.766824334244527,3.626181532384308,0.641768337023553,124.01098633013838,-0.03782904495449735,39.145278458541014,56.68613587457732,,1012.0527685837061,100.0,UK
1992-01-01,6.760462508167286,1.5155633827834691,6.760462508167286,8.172911026584195,7.582194929563002,7.032679787416374,6.940951909142479,-1.3366666666666678,,1.0627938772687417,0.0,,0.04962491832565526,0.0069540793991824425,0.00473296979064865,0.0,0.22800657174151148,0.0,0.0,0.06840197152245345,0.0,0.0,0.0,0.0,6.765551969029079,2.599923742687878,0.5520691488863525,125.52764421683335,-0.005089460861792183,39.89437359011033,56.901321856747614,,1012.0527685837061,100.0,UK
1992-04-01,4.170655892998898,7.2807149234453306,4.170655892998898,5.7580568286822675,2.687162679112376,4.68347818025503,3.772961151750165,-1.5150000000000006,,1.5395405438125676,0.0,,0.04893427565239016,0.001910694197097395,0.0052305160928496925,0.0,0.22651150054764513,0.0,0.0,0.06795345016429354,0.0,0.0,0.0,0.0,6.246572753823043,4.291462432315228,-2.4079779550944513,124.37925615575011,-2.0759168608241447,40.163282510848035,57.94651091300339,,1053.5189572984668,100.0,UK
1992-07-01,3.0755054128732695,-0.6371118947143373,3.0755054128732695,6.306644293610297,6.828090078447602,3.885492640287591,3.054305618620523,-1.6600000000000001,,2.1808085520458986,0.0,,0.04794859910176291,-0.0017477477955846513,0.0008462514242122269,0.0,0.22501642935377875,0.0,0.0,0.06750492880613362,0.0,0.0,0.0,0.0,5.612359285633088,2.7191711159278924,-3.700776182609882,126.24555664904058,-2.536853872759819,40.85476386820438,57.854288349216105,,1053.5189572984668,100.0,UK
1992-10-01,2.6753869629485116,2.542381440279584,2.6753869629485116,5.44285771378652,4.673983168023099,3.1292627680881147,3.360477234745707,-2.0266666666666673,,2.9236119479344236,0.0,,0.04671528223156528,-0.006183663987839404,-0.00840241027436656,0.0,0.22350492880613362,0.0,0.0,0.06705147864184008,0.0,0.0,0.0,0.0,5.024964821096173,2.597936247752486,-4.091437371296015,126.77845708097651,-2.3495778581476614,41.334950079035956,58.223178604365195,,1053.5189572984668,100.0,UK
1993-01-01,2.4020370241469635,0.42216362757727666,2.4020370241469635,4.4263425067955,3.5161341015989223,2.5084499276927907,4.237080690494732,-2.221666666666666,,3.703062923356204,0.0,,0.05228592478748941,0.002661006461834154,-0.002110127550885744,0.0,0.2219934282584885,0.0,0.0,0.06659802847754655,0.0,0.0,0.0,0.0,4.500379261706331,2.2452674616960167,-4.363514944882115,127.5519496994819,-2.0983422375593674,41.699899813226175,58.284660313556714,,1053.5189572984668,100.0,UK
1993-04-01,2.5145379326220407,7.730718557345639,2.5145379326220407,4.808399186432588,4.215389397660729,2.609279992377811,2.0530019985588233,-1.9366666666666674,,4.3126294597301,0.0,,0.051205976038615326,0.002271700386225167,-0.00016794521505530654,0.0,0.22051478641840086,0.0,0.0,0.06615443592552026,0.0,0.0,0.0,0.0,4.103210995889473,3.57447640690782,-3.732034821201002,126.67311740956069,-1.5886730632674322,42.14167684124911,59.42207193359976,,1091.0170896768868,100.0,UK
1993-07-01,2.777228531855691,0.4136505022202641,2.777228531855691,4.639176681826385,6.151200060022788,2.904560719643001,3.266846165392412,-1.6766666666666676,,4.661402630243683,0.0,,0.04876511718632776,0.0008165180845648488,0.003945248504517447,0.0,0.2190197152245345,0.0,0.0,0.06570591456736034,0.0,0.0,0.0,0.0,3.8380145030827166,2.448268040438222,-2.8351307537773973,128.10750479901128,-1.0607859712270256,42.79474008758136,59.483553642791264,,1091.0170896768868,100.0,UK
1993-10-01,2.3996978311349615,1.0322586373966658,2.3996978311349615,4.542112744415316,4.285727418378826,2.5923685009791697,4.0653481327089125,-1.5649999999999995,,4.714196105425683,0.0,,0.04739196113859187,0.0006766789070265897,0.009803216020689275,0.0,0.21750821467688936,0.0,0.0,0.0652524644030668,0.0,0.0,0.0,0.0,3.5503511686931657,2.0021623359295972,-2.6252669899612116,128.9208719942568,-1.1506533375582042,43.25572170700862,59.63725791577006,,1091.0170896768868,100.0,UK
1994-01-01,2.4486766562472617,0.6180789280264776,2.4486766562472617,5.03024973775279,5.468682074948816,2.6934296515714884,5.837202297033528,-1.1133333333333333,,4.609407403623766,0.0,,0.05090734862550158,-0.0013785761619878266,0.007346620636757282,0.0,0.21599671412924423,0.0,0.0,0.06479901423877327,0.0,0.0,0.0,0.0,3.3300162662039847,1.228087285803042,-2.0517026054590692,130.1335227809874,-0.881339609956723,43.85116225091246,59.72948047955733,,1091.0170896768868,100.0,UK
1994-04-01,1.946782794438917,5.723143110112261,1.946782794438917,4.761741642190476,3.1413570154114723,1.718677217566622,2.649055573181691,-0.7249999999999996,,4.4052692746738735,0.0,,0.049796055859457955,-0.001409920179157374,0.0017525991980625118,0.0,0.21451807228915662,0.0,0.0,0.06435542168674699,0.0,0.0,0.0,0.0,3.053369571850971,2.3708918463647137,-2.156428201450556,129.48807625731223,-1.106586777412054,44.1968984654829,60.59022440823855,,1118.2925169188088,100.0,UK
1994-07-01,1.7418473175244031,-0.40609140543779176,1.7418473175244031,4.647904768513911,5.695852565316528,1.1288463430270568,1.6994030578215469,-0.3433333333333337,,4.168707919595049,0.0,,0.05089687565893277,0.0021317584726050103,0.007547636596495492,0.0,0.21302300109529024,0.0,0.0,0.06390690032858706,0.0,0.0,0.0,0.0,2.7910651209856576,1.1576394151299496,-2.0961671855583135,131.01356225000075,-1.0492178034612545,44.830748192195394,60.52874269904704,,1118.2925169188088,100.0,UK
1994-10-01,1.737396793605317,1.014456541720321,1.737396793605317,5.107124974668675,6.1226082429978845,1.2714107695622978,-0.08094149657975613,0.1566666666666663,,3.8683488916334996,0.0,,0.05051562015140253,0.0031236590128106614,0.012247909968712278,0.0,0.21151150054764511,0.0,0.0,0.06345345016429353,0.0,0.0,0.0,0.0,2.5803314555095893,0.3288943438385843,-1.8129543750878487,132.29060017532012,-0.8429346619042724,45.52222954955173,60.68244697202582,,1118.2925169188088,100.0,UK
1995-01-01,2.3901468341097853,3.229079090044351,2.3901468341097853,4.705740087925037,3.8631425279742615,1.756142692994711,0.8445383443437482,0.38833333333333186,,3.6287294890986477,0.0,,0.0512656199935918,0.0003582713680902157,0.003130251896204829,0.0,0.21,0.0,0.0,0.063,0.0,0.0,0.0,0.0,2.5422945312296283,0.702693507558763,-0.9398694320941994,132.4491160348026,-0.152147697119843,45.96400657757467,61.17430064555794,,1118.2925169188088,100.0,UK
1995-04-01,2.3565893760833845,5.5889132780066575,2.3565893760833845,4.75269966027243,3.329195304801047,2.1195398467739324,1.8011640016140085,0.6133333333333351,,3.394831416123212,0.0,,0.05106124589439983,0.0012651900349418743,0.003200578508563867,0.0,0.20852135815991238,0.0,0.0,0.06255640744797371,0.0,0.0,0.0,0.0,2.5051535002003797,1.7446197678855242,-0.6967801957675865,131.88418654150124,-0.14856412411699527,46.34816090316921,62.035044574239166,,1146.249829841779,100.0,UK
1995-07-01,2.656132094129049,0.7920794667448661,2.656132094129049,4.236340374885383,3.6304154237683406,2.6013027463799965,2.309720136368476,0.8216666666666672,,3.1577416032147143,0.0,,0.05003392711496152,-0.0008629485439712531,-0.0009038655001797936,0.0,0.207026286966046,0.0,0.0,0.062107886089813796,0.0,0.0,0.0,0.0,2.5353492189861138,1.3197190990832155,-0.13493302685660868,132.59377053075713,0.12078287514293518,46.77073333978782,62.15800799262218,,1146.249829841779,100.0,UK
