,gp,gp_q,pi_yoy,gw,gw_q,gp_core,grpe,grpf,slack,dmw,minwage,transfer_share,h,h_disc,cov_automatic,cov_benchmark,cov_minwage,cov_public,lambda,wedge,scheme,populist,election,pistar,catchup,catchup_bb,real_wage,pigap,gw_alt,lvl_wage,lvl_price,lvl_minwage,lvl_benefit,lvl_handout,country
1969-04-01,6.175417096683811,5.19608252794086,6.175417096683811,7.784097016852454,9.185913668039603,,,,,4.2559614418795855,0.48,,,,0.0,0.7,0.4462359704352587,0.0,0.3661825896523405,0.0,0.0,0.0,0.0,4.579915206882922,-2.867855992610032,2.952832865388889,-303.25563732755893,1.5955018898008886,,5.977184821570134,12.764925075029172,4.785643070787637,183.30134322658557,100.0,FR
1969-07-01,6.129511462864512,4.619769539550411,6.129511462864512,7.873063846693073,9.037687076693457,,,,,4.2559614418795855,0.48,,,,0.0,0.7,0.4474815220366822,0.0,0.36661853271283873,0.0,0.0,0.0,0.0,4.88983445807924,-2.7362101521233626,2.624153527796854,-302.1511579432731,1.239677004785272,,6.113771864730007,12.913207243660995,4.785643070787637,214.1563290842503,100.0,FR
1969-10-01,5.638943595283186,5.775819238809099,5.638943595283186,9.049299858839415,10.690453000050937,,,,,6.187540371808753,0.5,,,,0.0,0.7,0.4487407610183411,0.0,0.3670592663564194,0.0,0.0,0.0,0.0,5.039656285520029,-2.738484405826057,1.797034437336424,-300.9224995029627,0.5992873097631568,,6.279372415731981,13.101020829134718,4.985044865403789,214.1563290842503,100.0,FR
1970-01-01,5.3790698742759435,5.924608190803404,5.3790698742759435,9.977798034737695,10.997138394166782,,,,,8.167803101426719,0.51,,,,0.0,0.7,0.45,0.0,0.3675,0.0,0.0,0.0,0.0,5.107539003271212,-2.778543979027802,1.1980301398432438,-299.65436695212185,0.2715308710047317,,6.454405285467814,13.296511047206687,5.084745762711865,214.1563290842503,100.0,FR
1970-04-01,5.294602639448609,4.858213588631521,5.294602639448609,9.99705396236732,9.2629373785581,,,,,6.06246218164348,0.51,,,,0.0,0.7,0.4504106963584923,0.0,0.36764374372547226,0.0,0.0,0.0,0.0,5.144951730506691,-2.683738032128872,0.7146874325656869,-298.5531860046402,0.14965090894191757,,6.605616229955905,13.45898896707267,5.084745762711865,214.1563290842503,100.0,FR
1970-07-01,5.140662624182335,4.004009478485315,5.140662624182335,10.37487477597998,10.548970331144103,,,,,9.909090264423092,0.53,,,,0.0,0.7,0.4508259560098567,0.0,0.36778908460344983,0.0,0.0,0.0,0.0,5.14409390924182,-3.0910564500657074,0.2508281661030951,-296.9169457914755,-0.0034312850594853117,,6.78213980044796,13.59439032033156,5.2841475573280166,236.62680519223954,100.0,FR
1970-10-01,4.852086174859371,4.621513441517244,4.852086174859371,10.47500634577762,11.090979279241498,,,,,5.826890812397578,0.53,,,,0.0,0.7,0.4512457789540933,0.0,0.36793602263393266,0.0,0.0,0.0,0.0,5.0856923623653305,-3.4011694324015593,-0.18757011066065754,-295.29957933204446,-0.23360618750595918,,6.972822587553129,13.75236782591196,5.2841475573280166,236.62680519223954,100.0,FR
1971-01-01,4.7398621312302325,5.475712016286849,4.7398621312302325,10.601557628599878,11.503343525455811,,,,,7.550755250814523,0.55,,,,0.0,0.7,0.4516656018983298,0.0,0.3680829606644154,0.0,0.0,0.0,0.0,5.016526316138311,-3.5527706104440426,-0.3676768720409793,-293.7926714547522,-0.2766641849080784,,7.176260774842176,13.941922312385042,5.483549351944169,236.62680519223954,100.0,FR
1971-04-01,5.099148138091758,6.295357616077624,5.099148138091758,10.555155726132206,9.077329768687415,,,,,9.352605801082358,0.56,,,,0.0,0.7,0.4520762982568221,0.0,0.3682267043898877,0.0,0.0,0.0,0.0,5.0330506805290005,-2.823156764289479,-0.04580359241493337,-293.0971784165997,0.06609745756275753,,7.340975886691632,14.163081560085903,5.583250249252244,236.62680519223954,100.0,FR
1971-07-01,5.459183667411915,5.444151595765945,5.459183667411915,10.682476311658704,11.058252673250092,,,,,10.724553035359751,0.59,,,,0.0,0.7,0.45249155790818657,0.0,0.36837204526786527,0.0,0.0,0.0,0.0,5.118277277905584,-2.758423023168575,0.3150897581700951,-291.6936531472287,0.34090638950633156,,7.54675311721048,14.357164241179667,5.882352941176471,263.0909565286482,100.0,FR
1971-10-01,5.708531564161445,5.618905028515364,5.708531564161445,10.459540500089606,10.199236032965109,,,,,12.405264866997879,0.6,,,,0.0,0.7,0.4529113808524231,0.0,0.3685189832983481,0.0,0.0,0.0,0.0,5.236328135156756,-2.4156271117956862,0.6228392017961148,-290.5485703961163,0.47220342900468903,,7.741655163430507,14.560266271067997,5.982053838484546,263.0909565286482,100.0,FR
1972-01-01,5.5718960091873715,4.929169796390553,5.5718960091873715,10.422205079732086,11.35400184402573,,,,,8.701137698962969,0.6,,,,0.0,0.7,0.4533312037966597,0.0,0.3686659213288309,0.0,0.0,0.0,0.0,5.303441709962879,-2.5941239721465763,0.5553696930490606,-288.94236238420746,0.2684542992244925,,7.96455055882187,14.740801408746512,5.982053838484546,263.0909565286482,100.0,FR
1972-04-01,5.3967078499638,5.594604979183337,5.3967078499638,10.531685623396044,9.515251943343245,,,,,11.778303565638337,0.63,,,,0.0,0.7,0.4537464634480241,0.0,0.36881126220680843,0.0,0.0,0.0,0.0,5.3220949379630635,-2.131774183670018,0.3636571694347994,-287.96220064316753,0.07461291200073639,,8.156283767677985,14.948422373143826,6.281156530408774,263.0909565286482,100.0,FR
1972-07-01,5.949553181342404,7.655532921280361,5.949553181342404,10.920821312548505,12.614795429859937,,,,,11.21172981207062,0.66,,,,0.0,0.7,0.4541617230993885,0.0,0.36895660308478595,0.0,0.0,0.0,0.0,5.4475865866389315,-1.9345528433730692,0.8312759034368202,-286.72238501602266,0.5019665947034726,,8.417607417534231,15.237273037362431,6.580259222333002,291.9906746124771,100.0,FR
1972-10-01,6.597128279444986,8.209205420925691,6.597128279444986,12.066205446781026,14.780772569895195,,,,,13.976194237515866,0.69,,,,0.0,0.7,0.4545815460436251,0.0,0.3691035411152688,0.0,0.0,0.0,0.0,5.6774949252001425,-2.1057285182034207,1.3608001442882296,-285.0794932287802,0.9196333542448434,,8.734472605585916,15.553218788411531,6.879361914257228,291.9906746124771,100.0,FR
1973-01-01,6.260377030959496,3.5821648024485953,6.260377030959496,12.661976894413177,13.73708763455433,,,,,16.833531481921472,0.71,,,,0.0,0.7,0.45500136898786164,0.0,0.3692504791457516,0.0,0.0,0.0,0.0,5.7940713463520135,-3.103337958598388,0.9569353209966174,-282.5407625207538,0.4663056846074829,,9.039648434858954,15.693129816067701,7.07876370887338,291.9906746124771,100.0,FR
1973-04-01,6.8549438557073294,7.97287227817467,6.8549438557073294,13.462896392126519,12.718929934196616,,,,,11.954515064978267,0.71,,,,0.0,0.7,0.4554120653463539,0.0,0.36939422287122387,0.0,0.0,0.0,0.0,6.0062458482230765,-2.6609557123552463,1.532848917744266,-281.35424810674834,0.848698007484253,,9.331703754529109,16.009066307005106,7.07876370887338,291.9906746124771,100.0,FR
1973-07-01,7.336735549475604,9.582699696353458,7.336735549475604,14.398055665800586,16.355432524556207,,,,,17.979311044059596,0.79,,,,0.0,0.7,0.4558273249977184,0.0,0.3695395637492014,0.0,0.0,0.0,0.0,6.272343788473582,-2.732629421059187,1.8891489628366722,-279.66106489969764,1.064391761002022,,9.721172024401943,16.397222409080932,7.876370887337987,331.4051465001344,100.0,FR
1973-10-01,7.97298998345104,10.754223156827436,7.97298998345104,14.725282436606829,16.08967965312016,,,,,18.47341031993386,0.83,,,,0.0,0.7,0.4562471479419549,0.0,0.3696865017796842,0.0,0.0,0.0,0.0,6.612473027469074,-2.429793998010382,2.2954950582508973,-278.3272007756245,1.360516955981966,,10.120169259619555,16.84405057887994,8.275174476570289,331.4051465001344,100.0,FR
1974-01-01,10.734302786829586,14.62741601596278,10.734302786829586,16.507630393417408,20.86647946179665,,,,,17.997137944900107,0.85,,,,0.0,0.7,0.45666697088619146,0.0,0.36983343981016703,0.0,0.0,0.0,0.0,7.436838979341176,-2.38052544331714,4.9402314404775725,-276.767434914166,3.29746380748841,,10.66211268974951,17.47141388635746,8.474576271186441,331.4051465001344,100.0,FR
1974-04-01,12.716777134962687,15.902769670707073,12.716777134962687,18.528802040599025,20.803616522923086,,,,,24.817962947553475,0.91,,,,0.0,0.7,0.4570776672446838,0.0,0.3699771835356393,0.0,0.0,0.0,0.0,8.492826610465478,-1.9595045761275287,6.71053128673961,-275.542223201112,4.223950524497209,,11.231312416614035,18.180016153767973,9.072781655034897,331.4051465001344,100.0,FR
1974-07-01,13.593674609679685,13.09028959522145,13.593674609679685,18.580647904763914,16.562815981215763,,,,,23.572233352106984,1.0,,,,0.0,0.7,0.4574929268960482,0.0,0.3701225244136168,0.0,0.0,0.0,0.0,9.51299621030832,-1.1834298538529993,7.321330821206103,-274.6740916046134,4.080678399371365,,11.706130382436363,18.78481256903568,9.970089730807578,390.886774348599,100.0,FR
1974-10-01,13.98085510057232,12.302945120397979,13.98085510057232,18.92988117839958,17.48661274766282,,,,,21.58883804330379,1.03,,,,0.0,0.7,0.45791274984028474,0.0,0.37026946244409964,0.0,0.0,0.0,0.0,10.40656798836112,-0.9017625791928481,7.3683820731032466,-273.3781746977972,3.5742871122112003,,12.229232604580032,19.371561026602556,10.269192422731805,390.886774348599,100.0,FR
1975-01-01,13.058859735000095,10.939434553673877,13.058859735000095,17.08314889941371,13.479550345853175,,,,,22.078783762175075,1.06,,,,0.0,0.7,0.45833257278452133,0.0,0.37041640047458246,0.0,0.0,0.0,0.0,10.937026337688915,0.02467200696958116,5.622020755658919,-272.74314574975233,2.12183339731118,,12.648366502861537,19.908656765240817,10.568295114656033,390.886774348599,100.0,FR
1975-04-01,11.47995890742739,9.587166360416255,11.47995890742739,16.06117768733302,16.71573167460032,,,,,18.04883757122937,1.09,,,,0.0,0.7,0.4587432691430136,0.0,0.3705601442000548,0.0,0.0,0.0,0.0,11.04561285163661,-0.29374329219183437,2.987132296961912,-270.9610044212063,0.4343460557907797,,13.188132943674942,20.391590110553185,10.86739780658026,390.886774348599,100.0,FR
1975-07-01,10.374961446601016,8.670299751915955,10.374961446601016,14.771602174361783,11.404513929330818,,,,,13.976194237515863,1.15,,,,0.0,0.7,0.459158528794378,0.0,0.37070548507803225,0.0,0.0,0.0,0.0,10.911482570629492,0.491060053902288,0.8619652362926971,-270.27745087685264,-0.5365211240284751,,13.569555139132078,20.83841828035219,11.465603190428713,463.7053956328583,100.0,FR
1975-10-01,9.463219593433214,8.65597770772677,9.463219593433214,13.35080428242572,11.803421179918573,,,,,13.59556362360289,1.18,,,,0.0,0.7,0.4595783517386146,0.0,0.3708524231085151,0.0,0.0,0.0,0.0,10.621829975190236,1.110725150330211,-0.9433483949279058,-269.49059000880465,-1.158610381757022,,13.975939494600068,21.294275059057465,11.764705882352942,463.7053956328583,100.0,FR
1976-01-01,9.136584759000588,9.632895215943371,9.136584759000588,13.71676753465027,14.943403354751371,,,,,12.405264866997877,1.2,,,,0.0,0.7,0.45999817468285115,0.0,0.3709993611389979,0.0,0.0,0.0,0.0,10.324780931952306,1.1276655461189193,-1.8004415786883268,-268.1629629741027,-1.1881961729517183,,14.507935157404619,21.813313579883197,11.964107676969093,463.7053956328583,100.0,FR
1976-04-01,8.990322950965357,9.002119128275332,8.990322950965357,12.525418740041323,11.950336496164526,,,,,12.08364731432737,1.23,,,,0.0,0.7,0.46041343433421555,0.0,0.3711447020169754,0.0,0.0,0.0,0.0,10.057889335754917,1.715004609477262,-2.0552899006712533,-267.42590863213036,-1.0675663847895596,,14.947911531878212,22.309794468610814,12.26321036889332,463.7053956328583,100.0,FR
1976-07-01,9.12260260719897,9.19941837685041,9.12260260719897,13.144170774955539,13.879522068987683,,,,,13.026519483790159,1.31,,,,0.0,0.7,0.46082869398558,0.0,0.371290042894953,0.0,0.0,0.0,0.0,9.870831990043728,1.7767854323587358,-1.7888799634305208,-266.25588270909606,-0.748229382844757,,15.475689888024695,22.828832989436545,13.060817547357926,531.8795759482595,100.0,FR
1976-10-01,9.496341455321256,10.150933100215909,9.496341455321256,13.183083053997679,11.959070296087138,,,,,14.19702612703874,1.36,,,,0.0,0.7,0.46124851692981655,0.0,0.37143698092543576,0.0,0.0,0.0,0.0,9.795933883099233,2.5229774068501456,-1.1254885198689806,-265.80384841012824,-0.2995924277779771,,15.945363130215531,23.415581447003426,13.559322033898306,531.8795759482595,100.0,FR
1977-01-01,8.637323123623286,6.196821889151494,8.637323123623286,12.118171691792373,10.683757905930147,,,,,12.516314295400614,1.36,,,,0.0,0.7,0.46166833987405315,0.0,0.3715839189559186,0.0,0.0,0.0,0.0,9.564211731204043,2.4875242836527036,-1.68745780832902,-264.6821144059336,-0.9268886075807572,,16.37699275192836,23.78116139675774,13.559322033898306,531.8795759482595,100.0,FR
